com.highstreet-technologies.ops4j.pax.web:pax-web-jetty;com.highstreet-technologies.ops4j.pax.web;pax-web-jetty
io.bootique.tools:hugo-asciidoctorj-extension;io.bootique.tools;hugo-asciidoctorj-extension
org.mvnpm.at.ithaka:pharos;org.mvnpm.at.ithaka;pharos
org.mvnpm.at.zooplus:zoo-web-components;org.mvnpm.at.zooplus;zoo-web-components
org.mvnpm.at.nordhealth:components;org.mvnpm.at.nordhealth;components
org.mvnpm:tinykeys;org.mvnpm;tinykeys
org.mvnpm.at.nordhealth:css;org.mvnpm.at.nordhealth;css
org.mvnpm.at.nordhealth:icons;org.mvnpm.at.nordhealth;icons
dev.vality:scrooge-proto;dev.vality;scrooge-proto
org.mvnpm.at.blueprintui:components;org.mvnpm.at.blueprintui;components
org.mvnpm.at.blueprintui:typography;org.mvnpm.at.blueprintui;typography
de.mhus.lib:mhus-commons;de.mhus.lib;mhus-commons
org.mvnpm.at.blueprintui:themes;org.mvnpm.at.blueprintui;themes
org.seedstack.poms:parent-internal;org.seedstack.poms;parent-internal
org.seedstack.poms:poms;org.seedstack.poms;poms
org.mvnpm.at.blueprintui:layout;org.mvnpm.at.blueprintui;layout
org.mvnpm:modern-normalize;org.mvnpm;modern-normalize
org.mvnpm.at.blueprintui:typewriter;org.mvnpm.at.blueprintui;typewriter
org.mvnpm.at.blueprintui:icons;org.mvnpm.at.blueprintui;icons
org.mvnpm.at.momentum-ui:core;org.mvnpm.at.momentum-ui;core
org.mvnpm.at.momentum-ui:icons;org.mvnpm.at.momentum-ui;icons
org.mvnpm.at.ithaka:focus-trap;org.mvnpm.at.ithaka;focus-trap
org.mvnpm.at.lit-labs:scoped-registry-mixin;org.mvnpm.at.lit-labs;scoped-registry-mixin
org.mvnpm:ajv-errors;org.mvnpm;ajv-errors
org.mvnpm:helix-ui;org.mvnpm;helix-ui
org.mvnpm.at.webcomponents:webcomponentsjs;org.mvnpm.at.webcomponents;webcomponentsjs
org.mvnpm:snabbdom-jsx-lite;org.mvnpm;snabbdom-jsx-lite
org.mvnpm:webcomponent;org.mvnpm;webcomponent
org.mvnpm.at.chialab:dna;org.mvnpm.at.chialab;dna
org.mvnpm:htm;org.mvnpm;htm
org.mvnpm:snabbdom;org.mvnpm;snabbdom
org.mvnpm:deep-chat;org.mvnpm;deep-chat
org.mvnpm.at.fluentui:web-components;org.mvnpm.at.fluentui;web-components
org.mvnpm.at.microsoft:fast-element;org.mvnpm.at.microsoft;fast-element
org.mvnpm.at.socketsupply:tonic;org.mvnpm.at.socketsupply;tonic
org.mvnpm.at.microsoft:fast-web-utilities;org.mvnpm.at.microsoft;fast-web-utilities
org.mvnpm.at.microsoft:fast-foundation;org.mvnpm.at.microsoft;fast-foundation
org.mvnpm.at.microsoft:fetch-event-source;org.mvnpm.at.microsoft;fetch-event-source
org.mvnpm:speech-to-element;org.mvnpm;speech-to-element
org.mvnpm.at.open-wc:scoped-elements;org.mvnpm.at.open-wc;scoped-elements
org.mvnpm:active-table;org.mvnpm;active-table
org.mvnpm:chessboard-element;org.mvnpm;chessboard-element
org.mvnpm:dark-mode-toggle;org.mvnpm;dark-mode-toggle
org.mvnpm.at.mahozad:theme-switch;org.mvnpm.at.mahozad;theme-switch
org.mvnpm.at.bundled-es-modules:message-format;org.mvnpm.at.bundled-es-modules;message-format
org.mvnpm:elix;org.mvnpm;elix
org.mvnpm.at.lion:ui;org.mvnpm.at.lion;ui
org.mvnpm.at.material:textfield;org.mvnpm.at.material;textfield
io.github.lgp547:any-door-core;io.github.lgp547;any-door-core
io.github.lgp547:any-door;io.github.lgp547;any-door
io.github.lgp547:any-door-common;io.github.lgp547;any-door-common
io.github.lgp547:any-door-attach;io.github.lgp547;any-door-attach
org.wso2.carbon.extension.identity.authenticator.outbound.linkedin:org.wso2.carbon.extension.identity.authenticator.linkedin.oidc.feature;org.wso2.carbon.extension.identity.authenticator.outbound.linkedin;org.wso2.carbon.extension.identity.authenticator.linkedin.oidc.feature
org.wso2.carbon.extension.identity.authenticator.outbound.linkedin:org.wso2.carbon.extension.identity.authenticator.linkedin.feature;org.wso2.carbon.extension.identity.authenticator.outbound.linkedin;org.wso2.carbon.extension.identity.authenticator.linkedin.feature
org.wso2.carbon.extension.identity.authenticator.outbound.linkedin:org.wso2.carbon.extension.identity.authenticator.linkedin.oidc.connector;org.wso2.carbon.extension.identity.authenticator.outbound.linkedin;org.wso2.carbon.extension.identity.authenticator.linkedin.oidc.connector
org.wso2.carbon.extension.identity.authenticator.outbound.linkedin:org.wso2.carbon.extension.identity.authenticator.linkedin.connector;org.wso2.carbon.extension.identity.authenticator.outbound.linkedin;org.wso2.carbon.extension.identity.authenticator.linkedin.connector
org.wso2.carbon.extension.identity.authenticator.outbound.linkedin:identity-outbound-auth-linkedIn;org.wso2.carbon.extension.identity.authenticator.outbound.linkedin;identity-outbound-auth-linkedIn
org.mvnpm:is-ci;org.mvnpm;is-ci
org.mvnpm.at.lavadrop:camel-case;org.mvnpm.at.lavadrop;camel-case
org.mvnpm.at.lavadrop:kebab-case;org.mvnpm.at.lavadrop;kebab-case
org.mvnpm.at.pacote:memoize;org.mvnpm.at.pacote;memoize
org.mvnpm:smart-webcomponents-community;org.mvnpm;smart-webcomponents-community
org.mvnpm:smart-webcomponents;org.mvnpm;smart-webcomponents
org.mvnpm.at.vscode-elements:elements;org.mvnpm.at.vscode-elements;elements
nl.basjes.parse.httpdlog:httpdlog-serde;nl.basjes.parse.httpdlog;httpdlog-serde
nl.basjes.parse.httpdlog:httpdlog-inputformat;nl.basjes.parse.httpdlog;httpdlog-inputformat
nl.basjes.parse.httpdlog:httpdlog-parser;nl.basjes.parse.httpdlog;httpdlog-parser
nl.basjes.parse.httpdlog:httpdlog;nl.basjes.parse.httpdlog;httpdlog
nl.basjes.parse:parser-core;nl.basjes.parse;parser-core
nl.basjes.parse:parser-parent;nl.basjes.parse;parser-parent
com.teragrep:rlo_11;com.teragrep;rlo_11
com.zebrunner:carina-bitrise;com.zebrunner;carina-bitrise
com.zebrunner:carina-cucumber;com.zebrunner;carina-cucumber
com.huanshankeji:compose-multiplatform-material-wasm-js;com.huanshankeji;compose-multiplatform-material-wasm-js
com.huanshankeji:compose-multiplatform-material;com.huanshankeji;compose-multiplatform-material
com.huanshankeji:compose-multiplatform-material-jvm;com.huanshankeji;compose-multiplatform-material-jvm
com.huanshankeji:compose-multiplatform-material-js;com.huanshankeji;compose-multiplatform-material-js
com.agorapulse:micronaut-facebook-sdk-rx;com.agorapulse;micronaut-facebook-sdk-rx
com.agorapulse:micronaut-facebook-sdk-mock;com.agorapulse;micronaut-facebook-sdk-mock
com.agorapulse:micronaut-facebook-sdk-fsr;com.agorapulse;micronaut-facebook-sdk-fsr
com.agorapulse:micronaut-facebook-sdk;com.agorapulse;micronaut-facebook-sdk
com.agorapulse:micronaut-facebook-bom;com.agorapulse;micronaut-facebook-bom
kr.jclab.opennoty:spring-server;kr.jclab.opennoty;spring-server
kr.jclab.opennoty:server-interface;kr.jclab.opennoty;server-interface
org.embulk:embulk-util-rubytime;org.embulk;embulk-util-rubytime
com.github.nbbrd.java-console-properties:java-console-properties;com.github.nbbrd.java-console-properties;java-console-properties
it.unibo.scafi:scafi-commons_2.11;it.unibo.scafi;scafi-commons_2.11
it.unibo.scafi:scafi-simulator-gui_2.11;it.unibo.scafi;scafi-simulator-gui_2.11
it.unibo.scafi:spala_2.11;it.unibo.scafi;spala_2.11
it.unibo.scafi:simulator-gui-new_2.11;it.unibo.scafi;simulator-gui-new_2.11
it.unibo.scafi:scafi-simulator_2.11;it.unibo.scafi;scafi-simulator_2.11
it.unibo.scafi:scafi-commons_sjs1_2.11;it.unibo.scafi;scafi-commons_sjs1_2.11
it.unibo.scafi:scafi-core_sjs1_2.11;it.unibo.scafi;scafi-core_sjs1_2.11
it.unibo.scafi:scafi-core_2.11;it.unibo.scafi;scafi-core_2.11
it.unibo.scafi:scafi-simulator_sjs1_2.11;it.unibo.scafi;scafi-simulator_sjs1_2.11
it.unibo.scafi:scafi-lib-ext_2.11;it.unibo.scafi;scafi-lib-ext_2.11
it.unibo.scafi:scafi-3d-renderer_2.11;it.unibo.scafi;scafi-3d-renderer_2.11
it.unibo.scafi:scafi-distributed_2.11;it.unibo.scafi;scafi-distributed_2.11
io.github.wing4123:http-spring-boot-starter;io.github.wing4123;http-spring-boot-starter
de.julielab:jcore-pmc-db-reader;de.julielab;jcore-pmc-db-reader
top.lxyccc:tiny-mybatis-paginate;top.lxyccc;tiny-mybatis-paginate
org.mvnpm:hybrids;org.mvnpm;hybrids
com.seuic.sdk:uhf;com.seuic.sdk;uhf
de.code-sourcery.littlefuzz:littlefuzz-full;de.code-sourcery.littlefuzz;littlefuzz-full
de.code-sourcery.littlefuzz:littlefuzz-core;de.code-sourcery.littlefuzz;littlefuzz-core
de.code-sourcery.littlefuzz:littlefuzz-parent;de.code-sourcery.littlefuzz;littlefuzz-parent
ru.kontur.mobile.visualfsm:visualfsm-rxjava2;ru.kontur.mobile.visualfsm;visualfsm-rxjava2
io.github.elf4j:elf4j-logback;io.github.elf4j;elf4j-logback
io.github.elf4j:elf4j-slf4j;io.github.elf4j;elf4j-slf4j
org.mvnpm:graphql-request;org.mvnpm;graphql-request
org.mvnpm:data-uri-to-buffer;org.mvnpm;data-uri-to-buffer
io.github.elf4j:slf4j-elf4j;io.github.elf4j;slf4j-elf4j
org.mvnpm:fetch-blob;org.mvnpm;fetch-blob
org.mvnpm.at.graphql-typed-document-node:core;org.mvnpm.at.graphql-typed-document-node;core
org.mvnpm:node-domexception;org.mvnpm;node-domexception
io.github.elf4j:jpl-elf4j;io.github.elf4j;jpl-elf4j
org.mvnpm:nanographql;org.mvnpm;nanographql
org.mvnpm:skatejs;org.mvnpm;skatejs
io.github.shenjingwaa:relax-spring-boot-starter;io.github.shenjingwaa;relax-spring-boot-starter
com.github.jinahya:kftc-financial-institution-codes;com.github.jinahya;kftc-financial-institution-codes
com.ipeakoin:http-client;com.ipeakoin;http-client
com.ipeakoin:v2;com.ipeakoin;v2
com.ipeakoin:ipeakoin-sdk-pom;com.ipeakoin;ipeakoin-sdk-pom
com.ipeakoin:utils;com.ipeakoin;utils
com.ipeakoin:v1;com.ipeakoin;v1
com.ipeakoin:core-v1;com.ipeakoin;core-v1
com.ipeakoin:bom;com.ipeakoin;bom
com.ipeakoin:quantum-card-v2;com.ipeakoin;quantum-card-v2
com.ipeakoin:core-v2;com.ipeakoin;core-v2
com.ipeakoin:quantum-card-v1;com.ipeakoin;quantum-card-v1
com.ipeakoin:crypto-assets-v1;com.ipeakoin;crypto-assets-v1
com.ipeakoin:auth-v1;com.ipeakoin;auth-v1
com.gitee.chippyer:chippy-starter-simple-logger;com.gitee.chippyer;chippy-starter-simple-logger
co.touchlab.skie:kotlin-plugin-kgp_1.9.20;co.touchlab.skie;kotlin-plugin-kgp_1.9.20
co.touchlab.skie:kotlin-plugin-kgp_1.9.0;co.touchlab.skie;kotlin-plugin-kgp_1.9.0
co.touchlab.skie:kotlin-plugin-kgp_1.8.20;co.touchlab.skie;kotlin-plugin-kgp_1.8.20
co.touchlab.skie:kotlin-plugin-kgp_1.8.0;co.touchlab.skie;kotlin-plugin-kgp_1.8.0
org.scalacheck:scalacheck_native0.4_2.12;org.scalacheck;scalacheck_native0.4_2.12
org.scalacheck:scalacheck_native0.4_2.13;org.scalacheck;scalacheck_native0.4_2.13
org.scalacheck:scalacheck_native0.4_3;org.scalacheck;scalacheck_native0.4_3
co.touchlab.skie:kotlin-plugin;co.touchlab.skie;kotlin-plugin
tech.sarahgallitz:nitrogen;tech.sarahgallitz;nitrogen
dev.jfr4jdbc:jfr4jdbc-driver;dev.jfr4jdbc;jfr4jdbc-driver
org.threeten:threeten-extra;org.threeten;threeten-extra
nl.pragmasoft.pekko:pekko-core_2.13;nl.pragmasoft.pekko;pekko-core_2.13
org.virtuslab:besom-rke_3;org.virtuslab;besom-rke_3
com.paoapps.blockedcache:blocked-cache;com.paoapps.blockedcache;blocked-cache
com.paoapps.blockedcache:blocked-cache-jvm;com.paoapps.blockedcache;blocked-cache-jvm
com.paoapps.blockedcache:blocked-cache-iosx64;com.paoapps.blockedcache;blocked-cache-iosx64
com.paoapps.blockedcache:blocked-cache-iossimulatorarm64;com.paoapps.blockedcache;blocked-cache-iossimulatorarm64
com.paoapps.blockedcache:blocked-cache-iosarm64;com.paoapps.blockedcache;blocked-cache-iosarm64
com.paoapps.blockedcache:blocked-cache-android;com.paoapps.blockedcache;blocked-cache-android
com.paoapps.blockedcache:blocked-cache-android-debug;com.paoapps.blockedcache;blocked-cache-android-debug
com.ibm.icu:icu4j-root;com.ibm.icu;icu4j-root
io.bit3:jsass;io.bit3;jsass
com.solanamobile:seedvault-wallet-sdk;com.solanamobile;seedvault-wallet-sdk
org.tensorflow:tensorflow-lite-hexagon;org.tensorflow;tensorflow-lite-hexagon
org.tensorflow:tensorflow-lite-select-tf-ops;org.tensorflow;tensorflow-lite-select-tf-ops
io.honeycomb:honeycomb-opentelemetry-sdk;io.honeycomb;honeycomb-opentelemetry-sdk
io.honeycomb:honeycomb-opentelemetry-common;io.honeycomb;honeycomb-opentelemetry-common
io.honeycomb:honeycomb-opentelemetry-javaagent;io.honeycomb;honeycomb-opentelemetry-javaagent
org.virtuslab:besom-civo_3;org.virtuslab;besom-civo_3
com.aliyun:sasti20200512;com.aliyun;sasti20200512
com.aliyun:alibabacloud-sasti20200512;com.aliyun;alibabacloud-sasti20200512
nl.lexemmens:podman-maven-plugin;nl.lexemmens;podman-maven-plugin
org.openmicroscopy:ome-model-doc;org.openmicroscopy;ome-model-doc
org.cloudburstmc:nbt;org.cloudburstmc;nbt
com.zuora.sdk:zuora-sdk-java-core;com.zuora.sdk;zuora-sdk-java-core
com.zuora.sdk:zuora-sdk-java-root;com.zuora.sdk;zuora-sdk-java-root
com.wl4g:infra-core;com.wl4g;infra-core
com.wl4g:infra-parent;com.wl4g;infra-parent
com.wl4g:infra-integration-feign-common;com.wl4g;infra-integration-feign-common
com.wl4g:infra-bom;com.wl4g;infra-bom
com.wl4g:infra-common-shade;com.wl4g;infra-common-shade
com.wl4g:infra-data;com.wl4g;infra-data
com.wl4g:infra-common;com.wl4g;infra-common
com.wl4g:infra-integration-feign-istio;com.wl4g;infra-integration-feign-istio
com.wl4g:infra-context;com.wl4g;infra-context
com.wl4g:infra-integration-feign-springcloud;com.wl4g;infra-integration-feign-springcloud
com.wl4g:infra-metrics;com.wl4g;infra-metrics
com.wl4g:infra-support;com.wl4g;infra-support
com.wl4g:infra-integration;com.wl4g;infra-integration
com.wl4g:infra-integration-feign-core;com.wl4g;infra-integration-feign-core
com.wl4g:infra-common-java11;com.wl4g;infra-common-java11
com.oracle.oci.sdk:oci-java-sdk-applicationmigration;com.oracle.oci.sdk;oci-java-sdk-applicationmigration
org.eclipse.microprofile.reactive.messaging:microprofile-reactive-messaging-api;org.eclipse.microprofile.reactive.messaging;microprofile-reactive-messaging-api
org.eclipse.microprofile.reactive.messaging:microprofile-reactive-messaging-parent;org.eclipse.microprofile.reactive.messaging;microprofile-reactive-messaging-parent
org.eclipse.microprofile.reactive.messaging:microprofile-reactive-messaging-spec;org.eclipse.microprofile.reactive.messaging;microprofile-reactive-messaging-spec
org.eclipse.microprofile.reactive.messaging:microprofile-reactive-messaging-tck;org.eclipse.microprofile.reactive.messaging;microprofile-reactive-messaging-tck
com.sumologic.cdktf:lib;com.sumologic.cdktf;lib
com.hcl.domino:jnx-example-runjava;com.hcl.domino;jnx-example-runjava
com.hcl.domino:jnx-example-graalvm-native;com.hcl.domino;jnx-example-graalvm-native
com.hcl.domino:it-domino-jnx;com.hcl.domino;it-domino-jnx
com.hcl.domino:domino-jnx-jakarta-security;com.hcl.domino;domino-jnx-jakarta-security
com.hcl.domino:domino-jnx;com.hcl.domino;domino-jnx
com.hcl.domino:domino-jnx-lsxbeshim;com.hcl.domino;domino-jnx-lsxbeshim
com.hcl.domino:jnx-example-domino-webapp-admin;com.hcl.domino;jnx-example-domino-webapp-admin
com.hcl.domino:domino-jnx-vertx-json;com.hcl.domino;domino-jnx-vertx-json
com.hcl.domino:domino-jnx-api;com.hcl.domino;domino-jnx-api
com.hcl.domino:domino-jnx-rawdoc-json;com.hcl.domino;domino-jnx-rawdoc-json
com.hcl.domino:domino-jnx-jsonb;com.hcl.domino;domino-jnx-jsonb
com.hcl.domino:domino-jnx-commons;com.hcl.domino;domino-jnx-commons
com.hcl.domino:domino-jnx-jna;com.hcl.domino;domino-jnx-jna
com.hcl.domino:jnx-example-webapp;com.hcl.domino;jnx-example-webapp
com.hcl.domino:domino-jnx-console;com.hcl.domino;domino-jnx-console
org.openmicroscopy:ome-poi;org.openmicroscopy;ome-poi
org.wso2.carbon.identity.conditional.auth.entgra:org.wso2.carbon.identity.conditional.auth.config.entgra;org.wso2.carbon.identity.conditional.auth.entgra;org.wso2.carbon.identity.conditional.auth.config.entgra
org.wso2.carbon.identity.conditional.auth.entgra:org.wso2.carbon.identity.conditional.auth.functions.entgra;org.wso2.carbon.identity.conditional.auth.entgra;org.wso2.carbon.identity.conditional.auth.functions.entgra
org.wso2.carbon.identity.conditional.auth.entgra:identity-conditional-auth-entgra;org.wso2.carbon.identity.conditional.auth.entgra;identity-conditional-auth-entgra
com.aliyun:aliyun-java-sdk-miniapplcdp;com.aliyun;aliyun-java-sdk-miniapplcdp
io.quarkus:quarkus-elasticsearch-rest-high-level-client-deployment;io.quarkus;quarkus-elasticsearch-rest-high-level-client-deployment
io.quarkus:quarkus-elasticsearch-rest-high-level-client-parent;io.quarkus;quarkus-elasticsearch-rest-high-level-client-parent
com.emerchantpay.gateway:genesis-android;com.emerchantpay.gateway;genesis-android
io.quarkus:quarkus-elasticsearch-rest-high-level-client;io.quarkus;quarkus-elasticsearch-rest-high-level-client
com.aliyun:miniapplcdp20200113;com.aliyun;miniapplcdp20200113
org.embulk:embulk-util-csv;org.embulk;embulk-util-csv
com.aliyun:alibabacloud-miniapplcdp20200113;com.aliyun;alibabacloud-miniapplcdp20200113
io.miragon.miranum.platform:connect-task-api;io.miragon.miranum.platform;connect-task-api
io.miragon.miranum.platform:connect-camunda7-remote;io.miragon.miranum.platform;connect-camunda7-remote
io.miragon.miranum.platform:element-templates-generator-maven-plugin-core;io.miragon.miranum.platform;element-templates-generator-maven-plugin-core
io.miragon.miranum.platform:miranum-coverage;io.miragon.miranum.platform;miranum-coverage
io.miragon.miranum.platform:utils-camunda7-remote;io.miragon.miranum.platform;utils-camunda7-remote
io.miragon.miranum.platform:connect-element-templates-maven-plugin;io.miragon.miranum.platform;connect-element-templates-maven-plugin
io.miragon.miranum.platform:connect-shared;io.miragon.miranum.platform;connect-shared
io.miragon.miranum.platform:connect-worker-api;io.miragon.miranum.platform;connect-worker-api
io.miragon.miranum.platform:message-adapter-c8;io.miragon.miranum.platform;message-adapter-c8
io.miragon.miranum.platform:element-templates-c8;io.miragon.miranum.platform;element-templates-c8
io.miragon.miranum.platform:element-templates-generator-maven-plugin;io.miragon.miranum.platform;element-templates-generator-maven-plugin
io.miragon.miranum.platform:schema-registry;io.miragon.miranum.platform;schema-registry
io.miragon.miranum.platform:connect-c8;io.miragon.miranum.platform;connect-c8
io.miragon.miranum.platform:connect-message-api;io.miragon.miranum.platform;connect-message-api
io.miragon.miranum.platform:connect-json;io.miragon.miranum.platform;connect-json
io.miragon.miranum.platform:connect-process-api;io.miragon.miranum.platform;connect-process-api
io.miragon.miranum.platform:connect-element-template-api;io.miragon.miranum.platform;connect-element-template-api
io.miragon.miranum.platform:connect-core;io.miragon.miranum.platform;connect-core
io.miragon.miranum.platform:miranum-connect-s3;io.miragon.miranum.platform;miranum-connect-s3
io.miragon.miranum.platform:process-adapter-c8;io.miragon.miranum.platform;process-adapter-c8
io.miragon.miranum.platform:json-api;io.miragon.miranum.platform;json-api
io.miragon.miranum.platform:oauth-camunda7-remote;io.miragon.miranum.platform;oauth-camunda7-remote
io.miragon.miranum.platform:worker-camunda7-remote;io.miragon.miranum.platform;worker-camunda7-remote
io.miragon.miranum.platform:worker-adapter-c8;io.miragon.miranum.platform;worker-adapter-c8
io.miragon.miranum.platform:element-templates-c7;io.miragon.miranum.platform;element-templates-c7
io.miragon.miranum.platform:miranum-connect;io.miragon.miranum.platform;miranum-connect
io.miragon.miranum.platform:process-camunda7-remote;io.miragon.miranum.platform;process-camunda7-remote
io.miragon.miranum.platform:miranum;io.miragon.miranum.platform;miranum
io.miragon.miranum.platform:message-camunda7-remote;io.miragon.miranum.platform;message-camunda7-remote
dk.cachet.carp.test:carp.test;dk.cachet.carp.test;carp.test
dk.cachet.carp.test:carp.test-jvm;dk.cachet.carp.test;carp.test-jvm
dk.cachet.carp.test:carp.test-js;dk.cachet.carp.test;carp.test-js
dk.cachet.carp.studies:carp.studies.core;dk.cachet.carp.studies;carp.studies.core
dk.cachet.carp.studies:carp.studies.core-jvm;dk.cachet.carp.studies;carp.studies.core-jvm
dk.cachet.carp.studies:carp.studies.core-js;dk.cachet.carp.studies;carp.studies.core-js
dk.cachet.carp.protocols:carp.protocols.core;dk.cachet.carp.protocols;carp.protocols.core
dk.cachet.carp.protocols:carp.protocols.core-jvm;dk.cachet.carp.protocols;carp.protocols.core-jvm
dk.cachet.carp.protocols:carp.protocols.core-js;dk.cachet.carp.protocols;carp.protocols.core-js
dk.cachet.carp.deployments:carp.deployments.core;dk.cachet.carp.deployments;carp.deployments.core
dk.cachet.carp.deployments:carp.deployments.core-jvm;dk.cachet.carp.deployments;carp.deployments.core-jvm
dk.cachet.carp.deployments:carp.deployments.core-js;dk.cachet.carp.deployments;carp.deployments.core-js
dk.cachet.carp.data:carp.data.core;dk.cachet.carp.data;carp.data.core
dk.cachet.carp.data:carp.data.core-jvm;dk.cachet.carp.data;carp.data.core-jvm
dk.cachet.carp.data:carp.data.core-js;dk.cachet.carp.data;carp.data.core-js
dk.cachet.carp.common.test:carp.common.test;dk.cachet.carp.common.test;carp.common.test
dk.cachet.carp.common.test:carp.common.test-jvm;dk.cachet.carp.common.test;carp.common.test-jvm
dk.cachet.carp.common.test:carp.common.test-js;dk.cachet.carp.common.test;carp.common.test-js
dk.cachet.carp.common:carp.common;dk.cachet.carp.common;carp.common
dk.cachet.carp.common:carp.common-jvm;dk.cachet.carp.common;carp.common-jvm
dk.cachet.carp.common:carp.common-js;dk.cachet.carp.common;carp.common-js
dk.cachet.carp.clients:carp.clients.core;dk.cachet.carp.clients;carp.clients.core
dk.cachet.carp.clients:carp.clients.core-jvm;dk.cachet.carp.clients;carp.clients.core-jvm
org.questdb:rust-maven-plugin;org.questdb;rust-maven-plugin
dk.cachet.carp.clients:carp.clients.core-js;dk.cachet.carp.clients;carp.clients.core-js
org.questdb:jar-jni;org.questdb;jar-jni
org.openmicroscopy:mipav-stubs;org.openmicroscopy;mipav-stubs
org.openmicroscopy:ome-stubs;org.openmicroscopy;ome-stubs
com.javax0.kscad:kscad;com.javax0.kscad;kscad
cz.cvut.kbss.jsonld:jb4jsonld-jackson;cz.cvut.kbss.jsonld;jb4jsonld-jackson
cz.cvut.kbss.jsonld:jb4jsonld;cz.cvut.kbss.jsonld;jb4jsonld
org.openmicroscopy:ome-mdbtools;org.openmicroscopy;ome-mdbtools
org.openmicroscopy:ome-jai;org.openmicroscopy;ome-jai
com.adpushup:ApSdkMediation;com.adpushup;ApSdkMediation
be.yildiz-games:component-native-libarchive;be.yildiz-games;component-native-libarchive
com.github.davidmoten:geo-mem;com.github.davidmoten;geo-mem
com.github.davidmoten:geo-parent;com.github.davidmoten;geo-parent
com.github.davidmoten:geo;com.github.davidmoten;geo
be.yildiz-games:component-native-zlib;be.yildiz-games;component-native-zlib
com.kuaishou.koom:xhook-static;com.kuaishou.koom;xhook-static
com.kuaishou.koom:xhook;com.kuaishou.koom;xhook
com.kuaishou.koom:shark;com.kuaishou.koom;shark
com.kuaishou.koom:kwai-unwind-static;com.kuaishou.koom;kwai-unwind-static
com.kuaishou.koom:kwai-unwind;com.kuaishou.koom;kwai-unwind
com.kuaishou.koom:kwai-android-base-static;com.kuaishou.koom;kwai-android-base-static
com.kuaishou.koom:kwai-android-base;com.kuaishou.koom;kwai-android-base
com.kuaishou.koom:koom-thread-leak-static;com.kuaishou.koom;koom-thread-leak-static
com.kuaishou.koom:koom-thread-leak;com.kuaishou.koom;koom-thread-leak
com.kuaishou.koom:koom-native-leak-static;com.kuaishou.koom;koom-native-leak-static
com.kuaishou.koom:koom-native-leak;com.kuaishou.koom;koom-native-leak
com.kuaishou.koom:koom-monitor-base-static;com.kuaishou.koom;koom-monitor-base-static
com.kuaishou.koom:koom-monitor-base;com.kuaishou.koom;koom-monitor-base
com.kuaishou.koom:koom-java-leak-static;com.kuaishou.koom;koom-java-leak-static
com.kuaishou.koom:koom-java-leak;com.kuaishou.koom;koom-java-leak
com.kuaishou.koom:koom-fast-dump-static;com.kuaishou.koom;koom-fast-dump-static
com.kuaishou.koom:koom-fast-dump;com.kuaishou.koom;koom-fast-dump
io.mosip.compliance:compliance-toolkit-batch-job;io.mosip.compliance;compliance-toolkit-batch-job
com.cytomine:registry-client;com.cytomine;registry-client
com.vaadin:vaadin-spring-security;com.vaadin;vaadin-spring-security
com.vaadin:vaadin-spring-boot;com.vaadin;vaadin-spring-boot
com.vaadin:vaadin-spring-extensions;com.vaadin;vaadin-spring-extensions
com.vaadin:vaadin-spring-extensions-test;com.vaadin;vaadin-spring-extensions-test
com.vaadin:vaadin-spring-addon-data-provider;com.vaadin;vaadin-spring-addon-data-provider
com.vaadin:vaadin-spring-extensions-core;com.vaadin;vaadin-spring-extensions-core
com.vaadin:vaadin-spring-addons;com.vaadin;vaadin-spring-addons
com.vaadin:vaadin-spring-addon-eventbus;com.vaadin;vaadin-spring-addon-eventbus
com.vaadin:vaadin-spring-extensions-boot;com.vaadin;vaadin-spring-extensions-boot
io.revenuemonster.sdk:rm-kotlin-sdk;io.revenuemonster.sdk;rm-kotlin-sdk
io.revenuemonster.sdk:rm-kotlin-sdk-jvm;io.revenuemonster.sdk;rm-kotlin-sdk-jvm
io.revenuemonster.sdk:rm-kotlin-sdk-android;io.revenuemonster.sdk;rm-kotlin-sdk-android
org.opendaylight.transportpce.models:odl-tapi-2.1.1-models;org.opendaylight.transportpce.models;odl-tapi-2.1.1-models
org.opendaylight.transportpce.models:tapi-2.1.1;org.opendaylight.transportpce.models;tapi-2.1.1
org.jqassistant.plugin:jqassistant-jmolecules-plugin;org.jqassistant.plugin;jqassistant-jmolecules-plugin
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.rest.api.user.organization.v1;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.rest.api.user.organization.v1
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.api.user.organization.common;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.api.user.organization.common
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.api.user.organization;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.api.user.organization
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.rest.api.organization.selfservice.v1;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.rest.api.organization.selfservice.v1
com.falkordb:jfalkordb;com.falkordb;jfalkordb
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.api.organization.selfservice.common;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.api.organization.selfservice.common
org.wso2.carbon.identity.organization.management.api:org.wso2.carbon.identity.api.organization.selfservice;org.wso2.carbon.identity.organization.management.api;org.wso2.carbon.identity.api.organization.selfservice
