com.ofcoder.klein:klein;com.ofcoder.klein;klein
com.karadzhov:scala-iso-country-i18n-core_sjs1_2.13;com.karadzhov;scala-iso-country-i18n-core_sjs1_2.13
com.karadzhov:scala-iso-country-i18n-cs_sjs1_2.13;com.karadzhov;scala-iso-country-i18n-cs_sjs1_2.13
com.karadzhov:scala-iso-country-i18n-de_2.12;com.karadzhov;scala-iso-country-i18n-de_2.12
com.karadzhov:scala-iso-country-i18n-de_native0.4_2.13;com.karadzhov;scala-iso-country-i18n-de_native0.4_2.13
com.karadzhov:scala-iso-country-i18n-it_native0.4_2.13;com.karadzhov;scala-iso-country-i18n-it_native0.4_2.13
com.karadzhov:scala-iso-country-i18n-pt_native0.4_2.12;com.karadzhov;scala-iso-country-i18n-pt_native0.4_2.12
com.karadzhov:scala-iso-country-i18n-ru_3;com.karadzhov;scala-iso-country-i18n-ru_3
com.karadzhov:scala-iso-country-i18n-zh_native0.4_2.12;com.karadzhov;scala-iso-country-i18n-zh_native0.4_2.12
com.karadzhov:scala-iso-country-i18n-zh_native0.4_2.13;com.karadzhov;scala-iso-country-i18n-zh_native0.4_2.13
org.webjars.npm:excellentexport;org.webjars.npm;excellentexport
org.webjars.npm:github-com-jmaister-excellentexport;org.webjars.npm;github-com-jmaister-excellentexport
org.sila-standard.sila_java.examples:thermostat;org.sila-standard.sila_java.examples;thermostat
org.sila-standard.sila_java:library;org.sila-standard.sila_java;library
org.sila-standard.sila_java.interoperability:client;org.sila-standard.sila_java.interoperability;client
org.sila-standard.sila_java.examples:test_server;org.sila-standard.sila_java.examples;test_server
org.sila-standard.sila_java.examples:metadata;org.sila-standard.sila_java.examples;metadata
org.sila-standard.sila_java.interoperability:server;org.sila-standard.sila_java.interoperability;server
org.sila-standard.sila_java.library:cloudier;org.sila-standard.sila_java.library;cloudier
org.sila-standard.sila_java.tools:broker;org.sila-standard.sila_java.tools;broker
org.sila-standard.sila_java.library:sila_base;org.sila-standard.sila_java.library;sila_base
org.sila-standard.sila_java.library:maven_plugin;org.sila-standard.sila_java.library;maven_plugin
org.sila-standard.sila_java:tools;org.sila-standard.sila_java;tools
org.sila-standard:sila_java;org.sila-standard;sila_java
org.sila-standard.sila_java.examples:hello_sila;org.sila-standard.sila_java.examples;hello_sila
org.sila-standard.sila_java:examples;org.sila-standard.sila_java;examples
org.sila-standard.sila_java.library:communication;org.sila-standard.sila_java.library;communication
org.sila-standard.sila_java.library:core;org.sila-standard.sila_java.library;core
org.sila-standard.sila_java.library:utils;org.sila-standard.sila_java.library;utils
org.sila-standard.sila_java.examples:binary_transfer;org.sila-standard.sila_java.examples;binary_transfer
org.sila-standard.sila_java.tools:code_generator;org.sila-standard.sila_java.tools;code_generator
org.sila-standard.sila_java:integration_test;org.sila-standard.sila_java;integration_test
org.sila-standard.sila_java.library:server_base;org.sila-standard.sila_java.library;server_base
org.sila-standard.sila_java:interoperability;org.sila-standard.sila_java;interoperability
com.ringcentral.video:ringcentral-video-sdk;com.ringcentral.video;ringcentral-video-sdk
org.sila-standard.sila_java.library:manager;org.sila-standard.sila_java.library;manager
io.smallrye.reactive:smallrye-reactive-messaging-release;io.smallrye.reactive;smallrye-reactive-messaging-release
ai.platon.pulsar:pulsar-qa;ai.platon.pulsar;pulsar-qa
com.karadzhov:scala-iso-language-i18n-ar_3;com.karadzhov;scala-iso-language-i18n-ar_3
com.karadzhov:scala-iso-language-i18n-ar_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-ar_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-cs_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-cs_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-cs_sjs1_3;com.karadzhov;scala-iso-language-i18n-cs_sjs1_3
com.karadzhov:scala-iso-language-i18n-en_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-en_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-hi_2.13;com.karadzhov;scala-iso-language-i18n-hi_2.13
com.karadzhov:scala-iso-language-i18n-pl_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-pl_native0.4_2.13
com.karadzhov:scala-iso-language-core_sjs1_2.13;com.karadzhov;scala-iso-language-core_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-ar_2.13;com.karadzhov;scala-iso-language-i18n-ar_2.13
com.karadzhov:scala-iso-language-i18n-bg_2.12;com.karadzhov;scala-iso-language-i18n-bg_2.12
com.karadzhov:scala-iso-language-i18n-core_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-core_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-cs_native0.4_3;com.karadzhov;scala-iso-language-i18n-cs_native0.4_3
com.karadzhov:scala-iso-language-i18n-de_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-de_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-en_2.13;com.karadzhov;scala-iso-language-i18n-en_2.13
com.karadzhov:scala-iso-language-i18n-en_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-en_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-it_sjs1_3;com.karadzhov;scala-iso-language-i18n-it_sjs1_3
com.karadzhov:scala-iso-language-i18n-pl_native0.4_3;com.karadzhov;scala-iso-language-i18n-pl_native0.4_3
com.karadzhov:scala-iso-language-i18n-pl_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-pl_sjs1_2.13
com.karadzhov:scala-iso-language-core_2.12;com.karadzhov;scala-iso-language-core_2.12
com.karadzhov:scala-iso-language-i18n-ar_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-ar_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-bg_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-bg_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-bg_sjs1_3;com.karadzhov;scala-iso-language-i18n-bg_sjs1_3
com.karadzhov:scala-iso-language-i18n-en_2.12;com.karadzhov;scala-iso-language-i18n-en_2.12
com.karadzhov:scala-iso-language-i18n-es_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-es_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-fr_2.13;com.karadzhov;scala-iso-language-i18n-fr_2.13
com.karadzhov:scala-iso-language-i18n-fr_3;com.karadzhov;scala-iso-language-i18n-fr_3
com.karadzhov:scala-iso-language-i18n-pl_2.13;com.karadzhov;scala-iso-language-i18n-pl_2.13
com.karadzhov:scala-iso-language-i18n-pl_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-pl_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-ru_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-ru_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-zh_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-zh_sjs1_2.12
com.karadzhov:scala-iso-language-core_native0.4_2.12;com.karadzhov;scala-iso-language-core_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-ar_2.12;com.karadzhov;scala-iso-language-i18n-ar_2.12
com.karadzhov:scala-iso-language-i18n-core_3;com.karadzhov;scala-iso-language-i18n-core_3
com.karadzhov:scala-iso-language-i18n-core_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-core_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-cs_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-cs_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-en_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-en_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-en_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-en_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-es_3;com.karadzhov;scala-iso-language-i18n-es_3
com.karadzhov:scala-iso-language-i18n-es_native0.4_3;com.karadzhov;scala-iso-language-i18n-es_native0.4_3
com.karadzhov:scala-iso-language-i18n-fr_sjs1_3;com.karadzhov;scala-iso-language-i18n-fr_sjs1_3
com.karadzhov:scala-iso-language-i18n-pt_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-pt_sjs1_2.13
com.karadzhov:scala-iso-language-core_native0.4_2.13;com.karadzhov;scala-iso-language-core_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-bg_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-bg_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-de_3;com.karadzhov;scala-iso-language-i18n-de_3
com.karadzhov:scala-iso-language-i18n-de_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-de_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-de_native0.4_3;com.karadzhov;scala-iso-language-i18n-de_native0.4_3
com.karadzhov:scala-iso-language-i18n-es_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-es_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-it_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-it_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-pl_sjs1_3;com.karadzhov;scala-iso-language-i18n-pl_sjs1_3
com.karadzhov:scala-iso-language-i18n-pt_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-pt_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-pt_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-pt_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-ru_2.13;com.karadzhov;scala-iso-language-i18n-ru_2.13
com.karadzhov:scala-iso-language-i18n-zh_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-zh_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-zh_sjs1_3;com.karadzhov;scala-iso-language-i18n-zh_sjs1_3
com.karadzhov:scala-iso-language-core_2.13;com.karadzhov;scala-iso-language-core_2.13
com.karadzhov:scala-iso-language-i18n-core_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-core_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-cs_2.12;com.karadzhov;scala-iso-language-i18n-cs_2.12
com.karadzhov:scala-iso-language-i18n-de_2.13;com.karadzhov;scala-iso-language-i18n-de_2.13
com.karadzhov:scala-iso-language-i18n-de_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-de_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-en_3;com.karadzhov;scala-iso-language-i18n-en_3
com.karadzhov:scala-iso-language-i18n-en_sjs1_3;com.karadzhov;scala-iso-language-i18n-en_sjs1_3
com.karadzhov:scala-iso-language-i18n-fr_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-fr_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-hi_3;com.karadzhov;scala-iso-language-i18n-hi_3
com.karadzhov:scala-iso-language-i18n-pt_native0.4_3;com.karadzhov;scala-iso-language-i18n-pt_native0.4_3
com.karadzhov:scala-iso-language-i18n-pt_sjs1_3;com.karadzhov;scala-iso-language-i18n-pt_sjs1_3
com.karadzhov:scala-iso-language-i18n-ru_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-ru_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-zh_2.13;com.karadzhov;scala-iso-language-i18n-zh_2.13
com.karadzhov:scala-iso-language-core_native0.4_3;com.karadzhov;scala-iso-language-core_native0.4_3
com.karadzhov:scala-iso-language-core_sjs1_2.12;com.karadzhov;scala-iso-language-core_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-bg_native0.4_3;com.karadzhov;scala-iso-language-i18n-bg_native0.4_3
com.karadzhov:scala-iso-language-i18n-core_native0.4_3;com.karadzhov;scala-iso-language-i18n-core_native0.4_3
com.karadzhov:scala-iso-language-i18n-core_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-core_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-cs_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-cs_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-de_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-de_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-es_2.13;com.karadzhov;scala-iso-language-i18n-es_2.13
com.karadzhov:scala-iso-language-i18n-pl_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-pl_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-ru_sjs1_3;com.karadzhov;scala-iso-language-i18n-ru_sjs1_3
com.karadzhov:scala-iso-language-i18n-zh_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-zh_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-zh_native0.4_3;com.karadzhov;scala-iso-language-i18n-zh_native0.4_3
com.karadzhov:scala-iso-language-core_3;com.karadzhov;scala-iso-language-core_3
com.karadzhov:scala-iso-language-i18n-ar_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-ar_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-ar_native0.4_3;com.karadzhov;scala-iso-language-i18n-ar_native0.4_3
com.karadzhov:scala-iso-language-i18n-bg_2.13;com.karadzhov;scala-iso-language-i18n-bg_2.13
com.karadzhov:scala-iso-language-i18n-cs_3;com.karadzhov;scala-iso-language-i18n-cs_3
com.karadzhov:scala-iso-language-i18n-es_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-es_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-es_sjs1_3;com.karadzhov;scala-iso-language-i18n-es_sjs1_3
com.karadzhov:scala-iso-language-i18n-it_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-it_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-it_native0.4_3;com.karadzhov;scala-iso-language-i18n-it_native0.4_3
com.karadzhov:scala-iso-language-i18n-it_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-it_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-zh_2.12;com.karadzhov;scala-iso-language-i18n-zh_2.12
com.karadzhov:scala-iso-language-i18n-zh_3;com.karadzhov;scala-iso-language-i18n-zh_3
com.karadzhov:scala-iso-language-i18n-bg_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-bg_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-core_sjs1_3;com.karadzhov;scala-iso-language-i18n-core_sjs1_3
com.karadzhov:scala-iso-language-i18n-fr_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-fr_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-fr_native0.4_3;com.karadzhov;scala-iso-language-i18n-fr_native0.4_3
com.karadzhov:scala-iso-language-i18n-fr_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-fr_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-hi_native0.4_3;com.karadzhov;scala-iso-language-i18n-hi_native0.4_3
com.karadzhov:scala-iso-language-i18n-hi_sjs1_2.12;com.karadzhov;scala-iso-language-i18n-hi_sjs1_2.12
com.karadzhov:scala-iso-language-i18n-it_2.13;com.karadzhov;scala-iso-language-i18n-it_2.13
com.karadzhov:scala-iso-language-i18n-ru_2.12;com.karadzhov;scala-iso-language-i18n-ru_2.12
com.karadzhov:scala-iso-language-i18n-ru_3;com.karadzhov;scala-iso-language-i18n-ru_3
com.karadzhov:scala-iso-language-core_sjs1_3;com.karadzhov;scala-iso-language-core_sjs1_3
com.karadzhov:scala-iso-language-i18n-core_2.13;com.karadzhov;scala-iso-language-i18n-core_2.13
com.karadzhov:scala-iso-language-i18n-de_2.12;com.karadzhov;scala-iso-language-i18n-de_2.12
com.karadzhov:scala-iso-language-i18n-en_native0.4_3;com.karadzhov;scala-iso-language-i18n-en_native0.4_3
com.karadzhov:scala-iso-language-i18n-es_2.12;com.karadzhov;scala-iso-language-i18n-es_2.12
com.karadzhov:scala-iso-language-i18n-fr_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-fr_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-hi_sjs1_3;com.karadzhov;scala-iso-language-i18n-hi_sjs1_3
com.karadzhov:scala-iso-language-i18n-pl_3;com.karadzhov;scala-iso-language-i18n-pl_3
com.karadzhov:scala-iso-language-i18n-pt_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-pt_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-ru_native0.4_3;com.karadzhov;scala-iso-language-i18n-ru_native0.4_3
com.karadzhov:scala-iso-language-i18n-zh_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-zh_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-bg_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-bg_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-core_2.12;com.karadzhov;scala-iso-language-i18n-core_2.12
com.karadzhov:scala-iso-language-i18n-cs_2.13;com.karadzhov;scala-iso-language-i18n-cs_2.13
com.karadzhov:scala-iso-language-i18n-de_sjs1_3;com.karadzhov;scala-iso-language-i18n-de_sjs1_3
com.karadzhov:scala-iso-language-i18n-es_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-es_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-fr_2.12;com.karadzhov;scala-iso-language-i18n-fr_2.12
com.karadzhov:scala-iso-language-i18n-hi_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-hi_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-hi_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-hi_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-pl_2.12;com.karadzhov;scala-iso-language-i18n-pl_2.12
com.karadzhov:scala-iso-language-i18n-pt_2.13;com.karadzhov;scala-iso-language-i18n-pt_2.13
com.karadzhov:scala-iso-language-i18n-pt_3;com.karadzhov;scala-iso-language-i18n-pt_3
com.karadzhov:scala-iso-language-i18n-ru_sjs1_2.13;com.karadzhov;scala-iso-language-i18n-ru_sjs1_2.13
com.karadzhov:scala-iso-language-i18n-ar_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-ar_native0.4_2.12
com.karadzhov:scala-iso-language-i18n-ar_sjs1_3;com.karadzhov;scala-iso-language-i18n-ar_sjs1_3
com.karadzhov:scala-iso-language-i18n-bg_3;com.karadzhov;scala-iso-language-i18n-bg_3
com.karadzhov:scala-iso-language-i18n-cs_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-cs_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-hi_2.12;com.karadzhov;scala-iso-language-i18n-hi_2.12
com.karadzhov:scala-iso-language-i18n-hi_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-hi_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-it_2.12;com.karadzhov;scala-iso-language-i18n-it_2.12
com.karadzhov:scala-iso-language-i18n-it_3;com.karadzhov;scala-iso-language-i18n-it_3
com.karadzhov:scala-iso-language-i18n-it_native0.4_2.13;com.karadzhov;scala-iso-language-i18n-it_native0.4_2.13
com.karadzhov:scala-iso-language-i18n-pt_2.12;com.karadzhov;scala-iso-language-i18n-pt_2.12
com.karadzhov:scala-iso-language-i18n-ru_native0.4_2.12;com.karadzhov;scala-iso-language-i18n-ru_native0.4_2.12
ch.dreipol:dreimultiplatform;ch.dreipol;dreimultiplatform
ch.dreipol:dreimultiplatform-iosx64;ch.dreipol;dreimultiplatform-iosx64
ch.dreipol:dreimultiplatform-iossimulatorarm64;ch.dreipol;dreimultiplatform-iossimulatorarm64
ch.dreipol:dreimultiplatform-iosarm64;ch.dreipol;dreimultiplatform-iosarm64
ch.dreipol:dreimultiplatform-android;ch.dreipol;dreimultiplatform-android
ch.dreipol:dreimultiplatform-android-debug;ch.dreipol;dreimultiplatform-android-debug
io.dyte:mobile-core-bridge;io.dyte;mobile-core-bridge
io.dyte:mobile-core-bridge-iosx64;io.dyte;mobile-core-bridge-iosx64
io.dyte:mobile-core-bridge-iossimulatorarm64;io.dyte;mobile-core-bridge-iossimulatorarm64
io.dyte:mobile-core-bridge-iosarm64;io.dyte;mobile-core-bridge-iosarm64
io.dyte:mobile-core-bridge-android;io.dyte;mobile-core-bridge-android
io.dyte:mobile-core-bridge-android-debug;io.dyte;mobile-core-bridge-android-debug
com.tencent.tcvdb:tcvdb-text;com.tencent.tcvdb;tcvdb-text
com.okta.commons:okta-commons-root;com.okta.commons;okta-commons-root
com.okta.commons:okta-http-api;com.okta.commons;okta-http-api
com.okta.commons:okta-http-okhttp;com.okta.commons;okta-http-okhttp
com.okta.commons:okta-http-httpclient;com.okta.commons;okta-http-httpclient
com.okta.commons:okta-commons-lang;com.okta.commons;okta-commons-lang
com.okta.commons:okta-commons-coverage;com.okta.commons;okta-commons-coverage
com.okta.commons:okta-config-check;com.okta.commons;okta-config-check
pt.ulisboa:forward-ewp-api-client;pt.ulisboa;forward-ewp-api-client
com.azure.resourcemanager:azure-resourcemanager-desktopvirtualization;com.azure.resourcemanager;azure-resourcemanager-desktopvirtualization
com.avsystem.scex:scex-macros_2.13.14;com.avsystem.scex;scex-macros_2.13.14
com.avsystem.scex:scex-util_2.13.14;com.avsystem.scex;scex-util_2.13.14
com.avsystem.scex:scex-core_2.13.14;com.avsystem.scex;scex-core_2.13.14
com.tencent.tcvdb:tcvdb_text;com.tencent.tcvdb;tcvdb_text
cn.jiguang.sdk:janalytics-debug;cn.jiguang.sdk;janalytics-debug
com.github.xiashuai-mr:post-processing-spring-boot-starter;com.github.xiashuai-mr;post-processing-spring-boot-starter
com.gluonhq:rich-text-area;com.gluonhq;rich-text-area
io.github.zzhhz:BackgroundLibrary;io.github.zzhhz;BackgroundLibrary
org.noear:jlhttp;org.noear;jlhttp
io.github.takke:jp.takke.twitter4j-v2;io.github.takke;jp.takke.twitter4j-v2
net.fortytwo.hydra:hydra-ext;net.fortytwo.hydra;hydra-ext
net.fortytwo.hydra:hydra-java;net.fortytwo.hydra;hydra-java
io.github.dingyi222666.monarch:monarch;io.github.dingyi222666.monarch;monarch
com.bigossp:bigo-ads-spec-lite;com.bigossp;bigo-ads-spec-lite
com.bigossp:bigo-ads-lite;com.bigossp;bigo-ads-lite
com.sudoplatform:sudovirtualcardssimulator;com.sudoplatform;sudovirtualcardssimulator
io.github.dingyi222666.regex-lib:regex-lib-re2j;io.github.dingyi222666.regex-lib;regex-lib-re2j
io.github.dingyi222666.regex-lib:regex-lib;io.github.dingyi222666.regex-lib;regex-lib
io.github.dingyi222666.monarch:monarch-language-pack;io.github.dingyi222666.monarch;monarch-language-pack
io.github.dingyi222666.monarch:monarch-json-loader;io.github.dingyi222666.monarch;monarch-json-loader
com.fleetpin:graphql-database-manager-core;com.fleetpin;graphql-database-manager-core
com.fleetpin:graphql-database-dynmodb-history-lambda;com.fleetpin;graphql-database-dynmodb-history-lambda
com.fleetpin:graphql-database-manager;com.fleetpin;graphql-database-manager
com.fleetpin:graphql-database-manager-dynamo;com.fleetpin;graphql-database-manager-dynamo
com.fleetpin:graphql-database-manager-test;com.fleetpin;graphql-database-manager-test
com.github.hazendaz:test-aggregator;com.github.hazendaz;test-aggregator
org.mybatis.scripting:mybatis-thymeleaf;org.mybatis.scripting;mybatis-thymeleaf
io.eventuate.plugins.gradle:eventuate-plugins-gradle-versions;io.eventuate.plugins.gradle;eventuate-plugins-gradle-versions
io.eventuate.plugins.gradle:eventuate-plugins-gradle-publish;io.eventuate.plugins.gradle;eventuate-plugins-gradle-publish
io.eventuate.plugins.gradle:eventuate-plugins-gradle;io.eventuate.plugins.gradle;eventuate-plugins-gradle
org.apache.datafusion:comet-fuzz-spark3.3_2.12;org.apache.datafusion;comet-fuzz-spark3.3_2.12
org.apache.datafusion:comet-spark-integration-spark3.3_2.12;org.apache.datafusion;comet-spark-integration-spark3.3_2.12
org.apache.datafusion:comet-fuzz-spark3.3_2.13;org.apache.datafusion;comet-fuzz-spark3.3_2.13
org.apache.datafusion:comet-spark-integration-spark3.3_2.13;org.apache.datafusion;comet-spark-integration-spark3.3_2.13
org.apache.datafusion:comet-spark-integration-spark3.4_2.12;org.apache.datafusion;comet-spark-integration-spark3.4_2.12
org.apache.datafusion:comet-fuzz-spark3.4_2.12;org.apache.datafusion;comet-fuzz-spark3.4_2.12
org.apache.datafusion:comet-spark-integration-spark3.4_2.13;org.apache.datafusion;comet-spark-integration-spark3.4_2.13
org.apache.datafusion:comet-fuzz-spark3.4_2.13;org.apache.datafusion;comet-fuzz-spark3.4_2.13
org.apache.datafusion:comet-fuzz-spark3.5_2.13;org.apache.datafusion;comet-fuzz-spark3.5_2.13
org.apache.datafusion:comet-spark-integration-spark3.5_2.13;org.apache.datafusion;comet-spark-integration-spark3.5_2.13
org.apache.datafusion:comet-fuzz-spark3.5_2.12;org.apache.datafusion;comet-fuzz-spark3.5_2.12
org.apache.datafusion:comet-spark-integration-spark3.5_2.12;org.apache.datafusion;comet-spark-integration-spark3.5_2.12
com.amazon.ion:ion-element;com.amazon.ion;ion-element
io.github.nickd3000:minvio;io.github.nickd3000;minvio
org.opencadc:cadc-inventory-db;org.opencadc;cadc-inventory-db
ai.cardscan:insurance-cardscan;ai.cardscan;insurance-cardscan
com.googlecode.blaisemath.com.clust4j:clust4j;com.googlecode.blaisemath.com.clust4j;clust4j
org.apache.solr:solr-parent;org.apache.solr;solr-parent
org.apache.solr:solr-cell;org.apache.solr;solr-cell
org.apache.solr:solr-dataimporthandler;org.apache.solr;solr-dataimporthandler
org.apache.solr:solr-dataimporthandler-extras;org.apache.solr;solr-dataimporthandler-extras
org.apache.solr:solr-velocity;org.apache.solr;solr-velocity
org.apache.lucene:lucene-analyzers-common;org.apache.lucene;lucene-analyzers-common
org.apache.lucene:lucene-analyzers-smartcn;org.apache.lucene;lucene-analyzers-smartcn
org.apache.lucene:lucene-analyzers-kuromoji;org.apache.lucene;lucene-analyzers-kuromoji
org.apache.lucene:lucene-solr-grandparent;org.apache.lucene;lucene-solr-grandparent
org.apache.lucene:lucene-analyzers-opennlp;org.apache.lucene;lucene-analyzers-opennlp
org.apache.lucene:lucene-analyzers-icu;org.apache.lucene;lucene-analyzers-icu
org.apache.lucene:lucene-analyzers-phonetic;org.apache.lucene;lucene-analyzers-phonetic
org.apache.lucene:lucene-analyzers-nori;org.apache.lucene;lucene-analyzers-nori
org.apache.lucene:lucene-analyzers-morfologik;org.apache.lucene;lucene-analyzers-morfologik
org.apache.lucene:lucene-analyzers-stempel;org.apache.lucene;lucene-analyzers-stempel
org.apache.lucene:lucene-parent;org.apache.lucene;lucene-parent
com.tencentcloudapi:tencentcloud-sdk-java-iecp;com.tencentcloudapi;tencentcloud-sdk-java-iecp
io.github.leviysoft:scala-kotlin-coroutines-compat_2.13;io.github.leviysoft;scala-kotlin-coroutines-compat_2.13
io.github.leviysoft:scala-kotlin-coroutines-compat_3;io.github.leviysoft;scala-kotlin-coroutines-compat_3
io.github.leviysoft:scala-kotlin-compat_2.13;io.github.leviysoft;scala-kotlin-compat_2.13
io.github.leviysoft:scala-kotlin-compat_3;io.github.leviysoft;scala-kotlin-compat_3
com.wultra.android.utilities:jresult;com.wultra.android.utilities;jresult
com.cjcrafter:openai;com.cjcrafter;openai
io.github.davidebocca:unit-test;io.github.davidebocca;unit-test
com.github.axet.exoplayer:exoplayer-ui;com.github.axet.exoplayer;exoplayer-ui
com.github.axet.exoplayer:exoplayer-smoothstreaming;com.github.axet.exoplayer;exoplayer-smoothstreaming
com.github.axet.exoplayer:exoplayer-hls;com.github.axet.exoplayer;exoplayer-hls
com.github.axet.exoplayer:exoplayer-dash;com.github.axet.exoplayer;exoplayer-dash
com.github.axet.exoplayer:exoplayer-core;com.github.axet.exoplayer;exoplayer-core
com.github.axet.exoplayer:exoplayer;com.github.axet.exoplayer;exoplayer
com.github.cafdataprocessing:worker-languagedetection;com.github.cafdataprocessing;worker-languagedetection
com.github.cafdataprocessing:worker-languagedetection-container;com.github.cafdataprocessing;worker-languagedetection-container
com.github.cafdataprocessing:worker-languagedetection-aggregator;com.github.cafdataprocessing;worker-languagedetection-aggregator
com.github.cafdataprocessing:language-detection;com.github.cafdataprocessing;language-detection
