com.ofcoder.klein:klein;com.ofcoder.klein;klein
org.noear:solonx-web-webservices;org.noear;solonx-web-webservices
org.noear:solonx-licence;org.noear;solonx-licence
org.wso2.carbon.identity.event.handler.accountlock:org.wso2.carbon.identity.handler.event.account.lock.feature;org.wso2.carbon.identity.event.handler.accountlock;org.wso2.carbon.identity.handler.event.account.lock.feature
org.wso2.carbon.identity.event.handler.accountlock:org.wso2.carbon.identity.handler.event.account.lock;org.wso2.carbon.identity.event.handler.accountlock;org.wso2.carbon.identity.handler.event.account.lock
org.wso2.carbon.identity.event.handler.accountlock:identity-handler-account-lock;org.wso2.carbon.identity.event.handler.accountlock;identity-handler-account-lock
io.github.yajuhua:podcast2API;io.github.yajuhua;podcast2API
biz.netcentric.aem:aem-crypto-support;biz.netcentric.aem;aem-crypto-support
org.wso2.orbit.org.apache.poi:poi;org.wso2.orbit.org.apache.poi;poi
org.scalamolecule:sbt-molecule724599971;org.scalamolecule;sbt-molecule
org.wso2.orbit.org.apache.poi:poi-ooxml;org.wso2.orbit.org.apache.poi;poi-ooxml
io.rtdi.appcontainer:hanarealm;io.rtdi.appcontainer;hanarealm
io.rtdi.appcontainer:mysqlrealm;io.rtdi.appcontainer;mysqlrealm
io.rtdi.appcontainer:dbrealmbase;io.rtdi.appcontainer;dbrealmbase
io.rtdi.appcontainer:abaprealm;io.rtdi.appcontainer;abaprealm
io.rtdi.appcontainer:snowflakerealm;io.rtdi.appcontainer;snowflakerealm
io.rtdi.appcontainer:appcontainerrealm;io.rtdi.appcontainer;appcontainerrealm
io.rtdi.appcontainer:sqlserverrealm;io.rtdi.appcontainer;sqlserverrealm
io.rtdi.appcontainer:postgresqlrealm;io.rtdi.appcontainer;postgresqlrealm
com.gitee.l0km:common-javadocreader;com.gitee.l0km;common-javadocreader
com.gitee.l0km:common-bean;com.gitee.l0km;common-bean
com.rovio.ingest:rovio-ingest;com.rovio.ingest;rovio-ingest
com.goyeau:mill-scalafix_mill0.10_2.13;com.goyeau;mill-scalafix_mill0.10_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker_mill0.9_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker_mill0.9_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker.impl_mill0.9_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker.impl_mill0.9_2.13
de.tototec:de.tobiasroeser.mill.kotlin_mill0.9_2.13;de.tototec;de.tobiasroeser.mill.kotlin_mill0.9_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker_mill0.7_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker_mill0.7_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker.impl_mill0.7_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker.impl_mill0.7_2.13
de.tototec:de.tobiasroeser.mill.kotlin_mill0.7_2.13;de.tototec;de.tobiasroeser.mill.kotlin_mill0.7_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker_mill0.11_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker_mill0.11_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker.impl_mill0.11_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker.impl_mill0.11_2.13
de.tototec:de.tobiasroeser.mill.kotlin_mill0.11_2.13;de.tototec;de.tobiasroeser.mill.kotlin_mill0.11_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker_mill0.10_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker_mill0.10_2.13
de.tototec:de.tobiasroeser.mill.kotlin.worker.impl_mill0.10_2.13;de.tototec;de.tobiasroeser.mill.kotlin.worker.impl_mill0.10_2.13
de.tototec:de.tobiasroeser.mill.kotlin_mill0.10_2.13;de.tototec;de.tobiasroeser.mill.kotlin_mill0.10_2.13
net.sf.jasperreports:jasperreports-sort;net.sf.jasperreports;jasperreports-sort
net.sf.jasperreports:jasperreports-interactivity;net.sf.jasperreports;jasperreports-interactivity
net.sf.jasperreports:jasperreports-google-maps;net.sf.jasperreports;jasperreports-google-maps
net.sf.jasperreports:jasperreports-velocity;net.sf.jasperreports;jasperreports-velocity
net.sf.jasperreports:jasperreports-chrome;net.sf.jasperreports;jasperreports-chrome
com.here.account:here-oauth-client-example;com.here.account;here-oauth-client-example
com.here.account:here-oauth-client-dist;com.here.account;here-oauth-client-dist
com.here.account:here-oauth-client;com.here.account;here-oauth-client
com.here.account:here-aaa-sdk;com.here.account;here-aaa-sdk
io.github.lyxnx:kserializers;io.github.lyxnx;kserializers
io.github.lyxnx:kserializers-jvm;io.github.lyxnx;kserializers-jvm
io.github.lyxnx:kserializers-js;io.github.lyxnx;kserializers-js
io.github.lyxnx:kserializers-android;io.github.lyxnx;kserializers-android
com.google.apis:google-api-services-adsensehost;com.google.apis;google-api-services-adsensehost
io.github.jinganix.peashooter:peashooter;io.github.jinganix.peashooter;peashooter
io.github.amayaframework:amaya-environment;io.github.amayaframework;amaya-environment
io.github.amayaframework:amaya-options;io.github.amayaframework;amaya-options
com.frybits.rx.preferences:rx3;com.frybits.rx.preferences;rx3
com.frybits.rx.preferences:rx2;com.frybits.rx.preferences;rx2
com.frybits.rx.preferences:livedata;com.frybits.rx.preferences;livedata
com.frybits.rx.preferences:coroutines;com.frybits.rx.preferences;coroutines
com.frybits.rx.preferences:core;com.frybits.rx.preferences;core
com.frybits.rx.preferences:bom;com.frybits.rx.preferences;bom
moe.tlaster:precompose-viewmodel-wasm-js;moe.tlaster;precompose-viewmodel-wasm-js
moe.tlaster:precompose-viewmodel-macosx64;moe.tlaster;precompose-viewmodel-macosx64
moe.tlaster:precompose-viewmodel-macosarm64;moe.tlaster;precompose-viewmodel-macosarm64
moe.tlaster:precompose-viewmodel;moe.tlaster;precompose-viewmodel
moe.tlaster:precompose-viewmodel-jvm;moe.tlaster;precompose-viewmodel-jvm
moe.tlaster:precompose-viewmodel-js;moe.tlaster;precompose-viewmodel-js
moe.tlaster:precompose-viewmodel-iosx64;moe.tlaster;precompose-viewmodel-iosx64
moe.tlaster:precompose-viewmodel-iossimulatorarm64;moe.tlaster;precompose-viewmodel-iossimulatorarm64
moe.tlaster:precompose-viewmodel-iosarm64;moe.tlaster;precompose-viewmodel-iosarm64
moe.tlaster:precompose-viewmodel-android;moe.tlaster;precompose-viewmodel-android
moe.tlaster:precompose-viewmodel-android-debug;moe.tlaster;precompose-viewmodel-android-debug
moe.tlaster:precompose-koin-wasm-js;moe.tlaster;precompose-koin-wasm-js
moe.tlaster:precompose-koin-macosx64;moe.tlaster;precompose-koin-macosx64
moe.tlaster:precompose-koin-macosarm64;moe.tlaster;precompose-koin-macosarm64
moe.tlaster:precompose-koin;moe.tlaster;precompose-koin
moe.tlaster:precompose-koin-jvm;moe.tlaster;precompose-koin-jvm
moe.tlaster:precompose-koin-js;moe.tlaster;precompose-koin-js
moe.tlaster:precompose-koin-iosx64;moe.tlaster;precompose-koin-iosx64
moe.tlaster:precompose-koin-iossimulatorarm64;moe.tlaster;precompose-koin-iossimulatorarm64
moe.tlaster:precompose-koin-iosarm64;moe.tlaster;precompose-koin-iosarm64
moe.tlaster:precompose-koin-android;moe.tlaster;precompose-koin-android
moe.tlaster:precompose-koin-android-debug;moe.tlaster;precompose-koin-android-debug
com.alipay.sofa:registry-store-jdbc;com.alipay.sofa;registry-store-jdbc
com.alipay.sofa:registry-remoting-api;com.alipay.sofa;registry-remoting-api
com.alipay.sofa:registry-server;com.alipay.sofa;registry-server
com.alipay.sofa:registry-remoting;com.alipay.sofa;registry-remoting
com.alipay.sofa:registry-server-parent;com.alipay.sofa;registry-server-parent
com.alipay.sofa:registry-test;com.alipay.sofa;registry-test
com.alipay.sofa:registry-remoting-bolt;com.alipay.sofa;registry-remoting-bolt
com.alipay.sofa:registry-server-session;com.alipay.sofa;registry-server-session
com.alipay.sofa:registry-client-all;com.alipay.sofa;registry-client-all
com.alipay.sofa:registry-common-util;com.alipay.sofa;registry-common-util
com.alipay.sofa:registry-remoting-http;com.alipay.sofa;registry-remoting-http
com.alipay.sofa:registry-store;com.alipay.sofa;registry-store
com.alipay.sofa:registry-server-meta;com.alipay.sofa;registry-server-meta
com.alipay.sofa:registry-server-data;com.alipay.sofa;registry-server-data
com.alipay.sofa:registry-server-shared;com.alipay.sofa;registry-server-shared
com.alipay.sofa:registry-store-jraft;com.alipay.sofa;registry-store-jraft
com.alipay.sofa:registry-parent;com.alipay.sofa;registry-parent
com.alipay.sofa:registry-core;com.alipay.sofa;registry-core
com.alipay.sofa:registry-common-model;com.alipay.sofa;registry-common-model
com.alipay.sofa:registry-server-integration;com.alipay.sofa;registry-server-integration
com.alipay.sofa:registry-store-common;com.alipay.sofa;registry-store-common
com.alipay.sofa:registry-common;com.alipay.sofa;registry-common
com.thesamet.scalapb:scalapb-json4s_2.13;com.thesamet.scalapb;scalapb-json4s_2.13
com.thesamet.scalapb:scalapb-json4s_2.12;com.thesamet.scalapb;scalapb-json4s_2.12
com.thesamet.scalapb:scalapb-json4s_3;com.thesamet.scalapb;scalapb-json4s_3
com.thesamet.scalapb:scalapb-runtime-grpc_2.12;com.thesamet.scalapb;scalapb-runtime-grpc_2.12
com.thesamet.scalapb:protoc-gen-scala;com.thesamet.scalapb;protoc-gen-scala
com.thesamet.scalapb:lenses_2.13;com.thesamet.scalapb;lenses_2.13
com.thesamet.scalapb:scalapb-runtime_sjs1_2.13;com.thesamet.scalapb;scalapb-runtime_sjs1_2.13
com.thesamet.scalapb:lenses_native0.5_3;com.thesamet.scalapb;lenses_native0.5_3
com.thesamet.scalapb:lenses_3;com.thesamet.scalapb;lenses_3
com.thesamet.scalapb:compilerplugin_2.12;com.thesamet.scalapb;compilerplugin_2.12
com.thesamet.scalapb:scalapb-runtime_native0.5_2.12;com.thesamet.scalapb;scalapb-runtime_native0.5_2.12
com.thesamet.scalapb:scalapbc_2.12;com.thesamet.scalapb;scalapbc_2.12
com.thesamet.scalapb:lenses_native0.5_2.13;com.thesamet.scalapb;lenses_native0.5_2.13
com.thesamet.scalapb:lenses_sjs1_3;com.thesamet.scalapb;lenses_sjs1_3
com.thesamet.scalapb:scalapb-runtime-grpc_3;com.thesamet.scalapb;scalapb-runtime-grpc_3
com.thesamet.scalapb:compilerplugin_3;com.thesamet.scalapb;compilerplugin_3
com.thesamet.scalapb:scalapbc_2.13;com.thesamet.scalapb;scalapbc_2.13
com.thesamet.scalapb:scalapb-runtime_sjs1_3;com.thesamet.scalapb;scalapb-runtime_sjs1_3
com.thesamet.scalapb:lenses_2.12;com.thesamet.scalapb;lenses_2.12
com.thesamet.scalapb:scalapb-runtime_sjs1_2.12;com.thesamet.scalapb;scalapb-runtime_sjs1_2.12
com.thesamet.scalapb:scalapb-runtime_native0.5_3;com.thesamet.scalapb;scalapb-runtime_native0.5_3
com.thesamet.scalapb:lenses_sjs1_2.12;com.thesamet.scalapb;lenses_sjs1_2.12
com.thesamet.scalapb:lenses_sjs1_2.13;com.thesamet.scalapb;lenses_sjs1_2.13
com.thesamet.scalapb:scalapb-runtime_3;com.thesamet.scalapb;scalapb-runtime_3
com.thesamet.scalapb:compilerplugin_2.13;com.thesamet.scalapb;compilerplugin_2.13
com.thesamet.scalapb:scalapb-runtime_2.12;com.thesamet.scalapb;scalapb-runtime_2.12
com.thesamet.scalapb:scalapb-runtime-grpc_2.13;com.thesamet.scalapb;scalapb-runtime-grpc_2.13
com.thesamet.scalapb:scalapb-runtime_2.13;com.thesamet.scalapb;scalapb-runtime_2.13
com.thesamet.scalapb:lenses_native0.5_2.12;com.thesamet.scalapb;lenses_native0.5_2.12
com.thesamet.scalapb:scalapb-runtime_native0.5_2.13;com.thesamet.scalapb;scalapb-runtime_native0.5_2.13
io.github.tempo-platform:tempo-android-bl;io.github.tempo-platform;tempo-android-bl
com.yupzip.json:yupzip-json;com.yupzip.json;yupzip-json
net.placemarkt:address-formatter-java;net.placemarkt;address-formatter-java
org.omegat:vldocking;org.omegat;vldocking
org.graceframework:grace-datastore-gorm-rx;org.graceframework;grace-datastore-gorm-rx
io.descoped.rawdata:rawdata-client-provider-postgres;io.descoped.rawdata;rawdata-client-provider-postgres
org.webjars.npm:es-module-shims;org.webjars.npm;es-module-shims
io.descoped.rawdata:rawdata-client-provider-gcs;io.descoped.rawdata;rawdata-client-provider-gcs
org.testingisdocumenting.znai:znai-latex;org.testingisdocumenting.znai;znai-latex
com.xemantic.osc:anthropic-sdk-kotlin-linuxx64;com.xemantic.osc;anthropic-sdk-kotlin-linuxx64
com.xemantic.osc:anthropic-sdk-kotlin;com.xemantic.osc;anthropic-sdk-kotlin
com.xemantic.osc:anthropic-sdk-kotlin-jvm;com.xemantic.osc;anthropic-sdk-kotlin-jvm
io.descoped.rawdata:rawdata-client-api;io.descoped.rawdata;rawdata-client-api
org.apache.pekko:pekko-connectors-kafka_2.12;org.apache.pekko;pekko-connectors-kafka_2.12
org.apache.pekko:pekko-connectors-kafka-testkit_3;org.apache.pekko;pekko-connectors-kafka-testkit_3
org.apache.pekko:pekko-connectors-kafka_2.13;org.apache.pekko;pekko-connectors-kafka_2.13
org.apache.pekko:pekko-connectors-kafka-cluster-sharding_2.12;org.apache.pekko;pekko-connectors-kafka-cluster-sharding_2.12
org.apache.pekko:pekko-connectors-kafka-cluster-sharding_2.13;org.apache.pekko;pekko-connectors-kafka-cluster-sharding_2.13
org.apache.pekko:pekko-connectors-kafka-cluster-sharding_3;org.apache.pekko;pekko-connectors-kafka-cluster-sharding_3
org.apache.pekko:pekko-connectors-kafka-testkit_2.13;org.apache.pekko;pekko-connectors-kafka-testkit_2.13
org.apache.pekko:pekko-connectors-kafka-testkit_2.12;org.apache.pekko;pekko-connectors-kafka-testkit_2.12
org.apache.pekko:pekko-connectors-kafka_3;org.apache.pekko;pekko-connectors-kafka_3
com.holdenkarau:spark-testing-base_2.12;com.holdenkarau;spark-testing-base_2.12
com.holdenkarau:spark-testing-base_2.13;com.holdenkarau;spark-testing-base_2.13
com.holdenkarau:spark-testing-base_2.11;com.holdenkarau;spark-testing-base_2.11
com.holdenkarau:spark-testing-kafka-0_8_2.11;com.holdenkarau;spark-testing-kafka-0_8_2.11
io.descoped.encryption:encryption-util;io.descoped.encryption;encryption-util
net.seidengarn:keepass-http-java-client;net.seidengarn;keepass-http-java-client
com.cedarsoftware:json-command-servlet;com.cedarsoftware;json-command-servlet
net.kingchev:mircord-common;net.kingchev;mircord-common
dev.jdtech.mpv:libmpv;dev.jdtech.mpv;libmpv
com.bitwarden:passwordless;com.bitwarden;passwordless
io.testsmith:webdriver-cucumber-archetype;io.testsmith;webdriver-cucumber-archetype
com.github.cosycode:extend-mod;com.github.cosycode;extend-mod
org.xhtmlrenderer:flying-saucer-swt-examples;org.xhtmlrenderer;flying-saucer-swt-examples
com.github.cosycode:common-lang;com.github.cosycode;common-lang
io.github.parmenidev:parmenidev-error;io.github.parmenidev;parmenidev-error
io.github.parmenidev:parmenidev-mise-bom;io.github.parmenidev;parmenidev-mise-bom
io.github.parmenidev:parmenidev-util;io.github.parmenidev;parmenidev-util
io.github.parmenidev:parmenidev-web;io.github.parmenidev;parmenidev-web
io.github.parmenidev:parmenidev-async;io.github.parmenidev;parmenidev-async
io.github.parmenidev:parmenidev-security;io.github.parmenidev;parmenidev-security
io.florianlopes:spring-mvc-test-utils;io.florianlopes;spring-mvc-test-utils
io.florianlopes:spring-mvc-test-utils-parent;io.florianlopes;spring-mvc-test-utils-parent
uk.sky:fs2-kafka-topic-loader_3;uk.sky;fs2-kafka-topic-loader_3
org.xwiki.rendering:xwiki-rendering-syntax-doxia;org.xwiki.rendering;xwiki-rendering-syntax-doxia
org.automon:spring_aop;org.automon;spring_aop
org.xwiki.rendering:xwiki-rendering-syntax-docbook;org.xwiki.rendering;xwiki-rendering-syntax-docbook
org.automon:webapp_unwoven;org.automon;webapp_unwoven
org.automon:unwoven_jdk;org.automon;unwoven_jdk
org.automon:helloworld_unwoven_jamon;org.automon;helloworld_unwoven_jamon
org.xwiki.rendering:xwiki-rendering-syntax-twiki;org.xwiki.rendering;xwiki-rendering-syntax-twiki
org.automon:spring_woven;org.automon;spring_woven
org.automon:helloworld_woven;org.automon;helloworld_woven
org.xwiki.rendering:xwiki-rendering-syntax-apt;org.xwiki.rendering;xwiki-rendering-syntax-apt
org.automon:helloworld_unwoven;org.automon;helloworld_unwoven
org.automon:automon;org.automon;automon
org.automon:automon_parent;org.automon;automon_parent
io.github.adempiere:location-venezuela;io.github.adempiere;location-venezuela
com.dyuproject.protostuff:protostuff-uberjar;com.dyuproject.protostuff;protostuff-uberjar
com.dyuproject.protostuff:protostuff-kvp;com.dyuproject.protostuff;protostuff-kvp
com.dyuproject.protostuff:protostuff-yaml;com.dyuproject.protostuff;protostuff-yaml
com.dyuproject.protostuff:protostuff-xml;com.dyuproject.protostuff;protostuff-xml
com.dyuproject.protostuff:protostuff-json;com.dyuproject.protostuff;protostuff-json
com.dyuproject.protostuff:protostuff-runtime-view;com.dyuproject.protostuff;protostuff-runtime-view
com.dyuproject.protostuff:protostuff-runtime-registry;com.dyuproject.protostuff;protostuff-runtime-registry
com.dyuproject.protostuff:protostuff-runtime-md;com.dyuproject.protostuff;protostuff-runtime-md
com.dyuproject.protostuff:protostuff-runtime;com.dyuproject.protostuff;protostuff-runtime
io.github.astrapi69:gen-tree;io.github.astrapi69;gen-tree
com.dyuproject.protostuff:protostuff-collectionschema;com.dyuproject.protostuff;protostuff-collectionschema
com.dyuproject.protostuff:protostuff-core;com.dyuproject.protostuff;protostuff-core
com.dyuproject.protostuff:protostuff-api;com.dyuproject.protostuff;protostuff-api
com.dyuproject.protostuff:protostuff;com.dyuproject.protostuff;protostuff
com.checkmarx:cx-client-common;com.checkmarx;cx-client-common
io.github.adempiere:adempiere-kafka-connector;io.github.adempiere;adempiere-kafka-connector
io.descoped.config:dynamic-configuration;io.descoped.config;dynamic-configuration
jp.openstandia.connector:connector-auth0;jp.openstandia.connector;connector-auth0
tokyo.northside:fest-reflect;tokyo.northside;fest-reflect
tokyo.northside:assertj-swing-junit-jupiter;tokyo.northside;assertj-swing-junit-jupiter
zone.cogni.semanticz:semanticz-rdf2jsonld;zone.cogni.semanticz;semanticz-rdf2jsonld
tokyo.northside:assertj-swing-junit;tokyo.northside;assertj-swing-junit
tokyo.northside:assertj-swing;tokyo.northside;assertj-swing
org.eclipse.kapua:kapua-transport;org.eclipse.kapua;kapua-transport
org.eclipse.kapua:kapua-device-management-packages-job;org.eclipse.kapua;kapua-device-management-packages-job
org.eclipse.kapua:kapua-service-commons;org.eclipse.kapua;kapua-service-commons
org.eclipse.kapua:kapua-security-certificate-internal;org.eclipse.kapua;kapua-security-certificate-internal
org.eclipse.kapua:kapua-device-management-api;org.eclipse.kapua;kapua-device-management-api
org.eclipse.kapua:kapua-device-management-configuration-job;org.eclipse.kapua;kapua-device-management-configuration-job
org.eclipse.kapua:kapua-service-elasticsearch-client-rest;org.eclipse.kapua;kapua-service-elasticsearch-client-rest
org.eclipse.kapua:kapua-system-api;org.eclipse.kapua;kapua-system-api
org.eclipse.kapua:kapua-locator;org.eclipse.kapua;kapua-locator
org.eclipse.kapua:kapua-device-management-bundle-job;org.eclipse.kapua;kapua-device-management-bundle-job
org.eclipse.kapua:kapua-security-authentication-api;org.eclipse.kapua;kapua-security-authentication-api
org.eclipse.kapua:kapua-device-management-all-job;org.eclipse.kapua;kapua-device-management-all-job
org.eclipse.kapua:kapua-security-registration-api;org.eclipse.kapua;kapua-security-registration-api
org.eclipse.kapua:kapua-rest-api-web;org.eclipse.kapua;kapua-rest-api-web
org.eclipse.kapua:kapua-translator-kura-jms;org.eclipse.kapua;kapua-translator-kura-jms
org.eclipse.kapua:kapua-device-management-inventory;org.eclipse.kapua;kapua-device-management-inventory
org.eclipse.kapua:kapua-transport-api;org.eclipse.kapua;kapua-transport-api
org.eclipse.kapua:kapua-client-gateway;org.eclipse.kapua;kapua-client-gateway
org.eclipse.kapua:kapua-datastore-api;org.eclipse.kapua;kapua-datastore-api
org.eclipse.kapua:kapua-device-management-job-internal;org.eclipse.kapua;kapua-device-management-job-internal
org.eclipse.kapua:kapua-device-management-job-api;org.eclipse.kapua;kapua-device-management-job-api
org.eclipse.kapua:kapua-encryption-migrator;org.eclipse.kapua;kapua-encryption-migrator
org.eclipse.kapua:kapua-device-management-command;org.eclipse.kapua;kapua-device-management-command
org.eclipse.kapua:kapua-translator-kapua-kura;org.eclipse.kapua;kapua-translator-kapua-kura
org.eclipse.kapua:kapua-client-gateway-api;org.eclipse.kapua;kapua-client-gateway-api
org.eclipse.kapua:kapua-client-gateway-features;org.eclipse.kapua;kapua-client-gateway-features
org.eclipse.kapua:kapua-datastore;org.eclipse.kapua;kapua-datastore
org.eclipse.kapua:kapua-device-management-job;org.eclipse.kapua;kapua-device-management-job
org.eclipse.kapua:kapua-device-management-asset-job;org.eclipse.kapua;kapua-device-management-asset-job
org.eclipse.kapua:kapua-account-api;org.eclipse.kapua;kapua-account-api
org.eclipse.kapua:kapua-system-internal;org.eclipse.kapua;kapua-system-internal
org.eclipse.kapua:kapua-device-management-all;org.eclipse.kapua;kapua-device-management-all
org.eclipse.kapua:kapua-device-management-bundle;org.eclipse.kapua;kapua-device-management-bundle
org.eclipse.kapua:kapua-client-gateway-spi;org.eclipse.kapua;kapua-client-gateway-spi
org.eclipse.kapua:kapua-endpoint-api;org.eclipse.kapua;kapua-endpoint-api
org.eclipse.kapua:kapua;org.eclipse.kapua;kapua
org.eclipse.kapua:kapua-device;org.eclipse.kapua;kapua-device
org.eclipse.kapua:kapua-extras;org.eclipse.kapua;kapua-extras
org.eclipse.kapua:kapua-plug-ins;org.eclipse.kapua;kapua-plug-ins
org.eclipse.kapua:kapua-security-shiro;org.eclipse.kapua;kapua-security-shiro
org.eclipse.kapua:kapua-transport-mqtt;org.eclipse.kapua;kapua-transport-mqtt
org.eclipse.kapua:kapua-device-management-command-internal;org.eclipse.kapua;kapua-device-management-command-internal
org.eclipse.kapua:kapua-device-registry-api;org.eclipse.kapua;kapua-device-registry-api
org.eclipse.kapua:kapua-client-gateway-provider-fuse;org.eclipse.kapua;kapua-client-gateway-provider-fuse
org.eclipse.kapua:kapua-account;org.eclipse.kapua;kapua-account
org.eclipse.kapua:kapua-translator-kura-mqtt;org.eclipse.kapua;kapua-translator-kura-mqtt
org.eclipse.kapua:kapua-job;org.eclipse.kapua;kapua-job
org.eclipse.kapua:kapua-job-engine-commons;org.eclipse.kapua;kapua-job-engine-commons
org.eclipse.kapua:kapua-device-management-asset-api;org.eclipse.kapua;kapua-device-management-asset-api
org.eclipse.kapua:kapua-datastore-internal;org.eclipse.kapua;kapua-datastore-internal
org.eclipse.kapua:kapua-message-internal;org.eclipse.kapua;kapua-message-internal
org.eclipse.kapua:kapua-tag-api;org.eclipse.kapua;kapua-tag-api
org.eclipse.kapua:kapua-device-management-inventory-api;org.eclipse.kapua;kapua-device-management-inventory-api
org.eclipse.kapua:kapua-security-authorization-api;org.eclipse.kapua;kapua-security-authorization-api
org.eclipse.kapua:kapua-rest-api;org.eclipse.kapua;kapua-rest-api
org.eclipse.kapua:kapua-user;org.eclipse.kapua;kapua-user
org.eclipse.kapua:kapua-client;org.eclipse.kapua;kapua-client
org.eclipse.kapua:kapua-device-management-keystore;org.eclipse.kapua;kapua-device-management-keystore
org.eclipse.kapua:kapua-device-management-packages-internal;org.eclipse.kapua;kapua-device-management-packages-internal
org.eclipse.kapua:kapua-scheduler-api;org.eclipse.kapua;kapua-scheduler-api
org.eclipse.kapua:kapua-device-management-keystore-job;org.eclipse.kapua;kapua-device-management-keystore-job
org.eclipse.kapua:kapua-service-storable;org.eclipse.kapua;kapua-service-storable
org.eclipse.kapua:kapua-device-management-packages-api;org.eclipse.kapua;kapua-device-management-packages-api
org.eclipse.kapua:kapua-message;org.eclipse.kapua;kapua-message
org.eclipse.kapua:kapua-openid-api;org.eclipse.kapua;kapua-openid-api
org.eclipse.kapua:kapua-security-authentication;org.eclipse.kapua;kapua-security-authentication
org.eclipse.kapua:kapua-stream-api;org.eclipse.kapua;kapua-stream-api
org.eclipse.kapua:kapua-device-management-all-api;org.eclipse.kapua;kapua-device-management-all-api
org.eclipse.kapua:kapua-openid-provider-keycloak;org.eclipse.kapua;kapua-openid-provider-keycloak
org.eclipse.kapua:kapua-user-api;org.eclipse.kapua;kapua-user-api
org.eclipse.kapua:kapua-openid-provider-generic;org.eclipse.kapua;kapua-openid-provider-generic
org.eclipse.kapua:kapua-device-management-request-api;org.eclipse.kapua;kapua-device-management-request-api
org.eclipse.kapua:kapua-device-management-asset;org.eclipse.kapua;kapua-device-management-asset
org.eclipse.kapua:kapua-tag;org.eclipse.kapua;kapua-tag
org.eclipse.kapua:kapua-device-management-command-job;org.eclipse.kapua;kapua-device-management-command-job
org.eclipse.kapua:kapua-device-call;org.eclipse.kapua;kapua-device-call
org.eclipse.kapua:kapua-device-management-bundle-internal;org.eclipse.kapua;kapua-device-management-bundle-internal
org.eclipse.kapua:kapua-sso;org.eclipse.kapua;kapua-sso
org.eclipse.kapua:kapua-device-management-registry-api;org.eclipse.kapua;kapua-device-management-registry-api
org.eclipse.kapua:kapua-device-management-registry-internal;org.eclipse.kapua;kapua-device-management-registry-internal
org.eclipse.kapua:kapua-broker;org.eclipse.kapua;kapua-broker
org.eclipse.kapua:kapua-endpoint;org.eclipse.kapua;kapua-endpoint
org.eclipse.kapua:kapua-device-registry-internal;org.eclipse.kapua;kapua-device-registry-internal
org.eclipse.kapua:kapua-openid-provider;org.eclipse.kapua;kapua-openid-provider
org.eclipse.kapua:kapua-service-api;org.eclipse.kapua;kapua-service-api
org.eclipse.kapua:kapua-device-management-request-internal;org.eclipse.kapua;kapua-device-management-request-internal
org.eclipse.kapua:kapua-device-management-all-internal;org.eclipse.kapua;kapua-device-management-all-internal
org.eclipse.kapua:kapua-security-certificate-api;org.eclipse.kapua;kapua-security-certificate-api
org.eclipse.kapua:kapua-es-migrator;org.eclipse.kapua;kapua-es-migrator
org.eclipse.kapua:kapua-tag-internal;org.eclipse.kapua;kapua-tag-internal
org.eclipse.kapua:kapua-user-internal;org.eclipse.kapua;kapua-user-internal
org.eclipse.kapua:kapua-job-engine-app;org.eclipse.kapua;kapua-job-engine-app
org.eclipse.kapua:kapua-device-management-configuration-api;org.eclipse.kapua;kapua-device-management-configuration-api
org.eclipse.kapua:kapua-transport-jms;org.eclipse.kapua;kapua-transport-jms
org.eclipse.kapua:kapua-client-gateway-feature-karaf;org.eclipse.kapua;kapua-client-gateway-feature-karaf
org.eclipse.kapua:kapua-rest-api-resources;org.eclipse.kapua;kapua-rest-api-resources
org.eclipse.kapua:kapua-device-management-request;org.eclipse.kapua;kapua-device-management-request
org.eclipse.kapua:kapua-security-certificate;org.eclipse.kapua;kapua-security-certificate
org.eclipse.kapua:kapua-security-authorization;org.eclipse.kapua;kapua-security-authorization
org.eclipse.kapua:kapua-endpoint-internal;org.eclipse.kapua;kapua-endpoint-internal
org.eclipse.kapua:kapua-device-commons;org.eclipse.kapua;kapua-device-commons
org.eclipse.kapua:kapua-locator-guice;org.eclipse.kapua;kapua-locator-guice
org.eclipse.kapua:kapua-service-elasticsearch-server-embedded;org.eclipse.kapua;kapua-service-elasticsearch-server-embedded
org.eclipse.kapua:kapua-device-management-packages;org.eclipse.kapua;kapua-device-management-packages
org.eclipse.kapua:kapua-commons;org.eclipse.kapua;kapua-commons
org.eclipse.kapua:kapua-device-api;org.eclipse.kapua;kapua-device-api
org.eclipse.kapua:kapua-translator;org.eclipse.kapua;kapua-translator
org.eclipse.kapua:kapua-job-engine-client;org.eclipse.kapua;kapua-job-engine-client
