com.github.gfx.ribbonizer:plugin;com.github.gfx.ribbonizer;plugin
org.jflux:org.jflux.onto.common;org.jflux;org.jflux.onto.common
org.jflux:org.jflux.modules.rk;org.jflux;org.jflux.modules.rk
org.jflux:org.jflux.impl.messaging.rk;org.jflux;org.jflux.impl.messaging.rk
org.jflux:org.jflux.api.messaging.rk;org.jflux;org.jflux.api.messaging.rk
org.jflux:org.jflux.extern.utils.xpp3.rk;org.jflux;org.jflux.extern.utils.xpp3.rk
org.jflux:org.jflux.extern.utils.apache_commons_configuration.rk;org.jflux;org.jflux.extern.utils.apache_commons_configuration.rk
org.jflux:org.jflux.api.common.rk;org.jflux;org.jflux.api.common.rk
org.jflux:org.jflux.impl.services.rk;org.jflux;org.jflux.impl.services.rk
org.jflux:org.jflux.api.services;org.jflux;org.jflux.api.services
org.jflux:org.jflux.impl.registry.osgi;org.jflux;org.jflux.impl.registry.osgi
org.jflux:org.jflux.impl.transport.qpid;org.jflux;org.jflux.impl.transport.qpid
org.jflux:org.jflux.impl.encode.avro;org.jflux;org.jflux.impl.encode.avro
org.jflux:org.jflux.resource.avrogen.templates;org.jflux;org.jflux.resource.avrogen.templates
org.jflux:org.jflux.api.registry;org.jflux;org.jflux.api.registry
org.jflux:org.jflux.api.data;org.jflux;org.jflux.api.data
org.jflux:org.jflux.api.core;org.jflux;org.jflux.api.core
org.jflux:org.jflux.modules.main;org.jflux;org.jflux.modules.main
org.jflux:org.jflux.project.root;org.jflux;org.jflux.project.root
com.syncleus.aparapi:aparapi-examples;com.syncleus.aparapi;aparapi-examples
com.quoininc:treediffing_2.11;com.quoininc;treediffing_2.11
org.appdapter:org.appdapter.modules.gui;org.appdapter;org.appdapter.modules.gui
org.appdapter:org.appdapter.bundle.demo.gui;org.appdapter;org.appdapter.bundle.demo.gui
org.appdapter:org.appdapter.bundle.gui;org.appdapter;org.appdapter.bundle.gui
org.appdapter:org.appdapter.lib.gui;org.appdapter;org.appdapter.lib.gui
org.appdapter:org.appdapter.modules.math;org.appdapter;org.appdapter.modules.math
org.appdapter:org.appdapter.bundle.math;org.appdapter;org.appdapter.bundle.math
org.appdapter:org.appdapter.lib.bind.math;org.appdapter;org.appdapter.lib.bind.math
org.appdapter:ext.bundle.akka.remote_v2315_s210;org.appdapter;ext.bundle.akka.remote_v2315_s210
org.appdapter:ext.bundle.apache_qpid_032;org.appdapter;ext.bundle.apache_qpid_032
org.appdapter:ext.bundle.apache_avro;org.appdapter;ext.bundle.apache_avro
org.appdapter:org.appdapter.modules.network;org.appdapter;org.appdapter.modules.network
org.appdapter:org.appdapter.demo.standalone;org.appdapter;org.appdapter.demo.standalone
org.appdapter:org.appdapter.modules.demo;org.appdapter;org.appdapter.modules.demo
org.appdapter:org.appdapter.bundle.felix.shell;org.appdapter;org.appdapter.bundle.felix.shell
org.appdapter:ext.bundle.felix.shell;org.appdapter;ext.bundle.felix.shell
org.appdapter:org.appdapter.modules.felix;org.appdapter;org.appdapter.modules.felix
org.appdapter:ext.bundle.jetty_osgi;org.appdapter;ext.bundle.jetty_osgi
org.appdapter:org.appdapter.lib.remote;org.appdapter;org.appdapter.lib.remote
org.appdapter:org.appdapter.bundle.xload;org.appdapter;org.appdapter.bundle.xload
org.appdapter:org.appdapter.bundle.fileconv;org.appdapter;org.appdapter.bundle.fileconv
org.appdapter:ext.bundle.openconverters;org.appdapter;ext.bundle.openconverters
org.appdapter:org.appdapter.bundle.core;org.appdapter;org.appdapter.bundle.core
org.appdapter:org.appdapter.lib.registry;org.appdapter;org.appdapter.lib.registry
org.appdapter:org.appdapter.lib.bind.jena;org.appdapter;org.appdapter.lib.bind.jena
org.appdapter:org.appdapter.lib.core;org.appdapter;org.appdapter.lib.core
com.gilt:gfc-concurrent_2.12.0-RC1;com.gilt;gfc-concurrent_2.12.0-RC1
org.appdapter:org.appdapter.bundle.debug;org.appdapter;org.appdapter.bundle.debug
org.appdapter:ext.bundle.xml.dom4j_161;org.appdapter;ext.bundle.xml.dom4j_161
org.appdapter:ext.bundle.semweb4j.jena;org.appdapter;ext.bundle.semweb4j.jena
org.appdapter:ext.bundle.jena_all_2_13_0;org.appdapter;ext.bundle.jena_all_2_13_0
org.appdapter:ext.bundle.xml.xerces;org.appdapter;ext.bundle.xml.xerces
org.webjars.npm:github-com-bradyholt-cronstrue;org.webjars.npm;github-com-bradyholt-cronstrue
org.appdapter:ext.bundle.apache_httpclient;org.appdapter;ext.bundle.apache_httpclient
org.appdapter:ext.bundle.osgi.common;org.appdapter;ext.bundle.osgi.common
com.scottescue:dropwizard-entitymanager;com.scottescue;dropwizard-entitymanager
org.appdapter:org.appdapter.modules.core;org.appdapter;org.appdapter.modules.core
org.appdapter:org.appdapter.modules.all;org.appdapter;org.appdapter.modules.all
org.appdapter:org.appdapter.project.root;org.appdapter;org.appdapter.project.root
com.gilt:gfc-util_2.12.0-RC1;com.gilt;gfc-util_2.12.0-RC1
com.gilt:gfc-id_2.12.0-RC1;com.gilt;gfc-id_2.12.0-RC1
com.gilt:gfc-crypto_2.12.0-RC1;com.gilt;gfc-crypto_2.12.0-RC1
org.eurekaclinical:i2b2-eureka-service;org.eurekaclinical;i2b2-eureka-service
org.eurekaclinical:i2b2-send-patient-set-plugin;org.eurekaclinical;i2b2-send-patient-set-plugin
org.eurekaclinical:i2b2-eureka;org.eurekaclinical;i2b2-eureka
org.eurekaclinical:i2b2-eureka-package;org.eurekaclinical;i2b2-eureka-package
com.typesafe.akka:akka-http-spray-json;com.typesafe.akka;akka-http-spray-json
com.typesafe.akka:akka-http-xml;com.typesafe.akka;akka-http-xml
com.typesafe.akka:akka-http-testkit;com.typesafe.akka;akka-http-testkit
com.typesafe.akka:akka-http;com.typesafe.akka;akka-http
com.typesafe.akka:akka-http-core;com.typesafe.akka;akka-http-core
com.typesafe.akka:akka-parsing;com.typesafe.akka;akka-parsing
com.typesafe.akka:akka-http-jackson;com.typesafe.akka;akka-http-jackson
de.ocarthon:libArcus;de.ocarthon;libArcus
com.syncleus.aparapi:aparapi;com.syncleus.aparapi;aparapi
com.stormpath.shiro:shiro-spring-boot-web-starter;com.stormpath.shiro;shiro-spring-boot-web-starter
com.stormpath.shiro:shiro-spring-config;com.stormpath.shiro;shiro-spring-config
com.stormpath.shiro:shiro-spring-config-web;com.stormpath.shiro;shiro-spring-config-web
com.stormpath.shiro:shiro-spring-boot-starter;com.stormpath.shiro;shiro-spring-boot-starter
com.github.jonpeterson:jackson-module-model-versioning;com.github.jonpeterson;jackson-module-model-versioning
org.commonjava.rwx:rwx-experimental;org.commonjava.rwx;rwx-experimental
org.commonjava.rwx:rwx-http;org.commonjava.rwx;rwx-http
org.commonjava.rwx:rwx-bindings;org.commonjava.rwx;rwx-bindings
org.commonjava.rwx:rwx-core;org.commonjava.rwx;rwx-core
net.sf.gee:g-common;net.sf.gee;g-common
com.rgi-corp:swagd;com.rgi-corp;swagd
com.ctrlflow.aer.client.repositories:p2-repository-invoker;com.ctrlflow.aer.client.repositories;p2-repository-invoker
com.ctrlflow.aer.client.repositories:repositories;com.ctrlflow.aer.client.repositories;repositories
com.ctrlflow.aer.client.bundles:com.ctrlflow.aer.client.logback;com.ctrlflow.aer.client.bundles;com.ctrlflow.aer.client.logback
com.ctrlflow.aer.client.bundles:com.ctrlflow.aer.client.simple;com.ctrlflow.aer.client.bundles;com.ctrlflow.aer.client.simple
com.ctrlflow.aer.client.bundles:com.ctrlflow.aer.client.dto;com.ctrlflow.aer.client.bundles;com.ctrlflow.aer.client.dto
com.ctrlflow.aer.client.bundles:bundles;com.ctrlflow.aer.client.bundles;bundles
com.ctrlflow.aer.client:aggregator;com.ctrlflow.aer.client;aggregator
com.rabbitmq:tracer;com.rabbitmq;tracer
org.baswell:easybeans;org.baswell;easybeans
org.webjars.bower:videojs-playlist;org.webjars.bower;videojs-playlist
org.webjars.bower:videojs-overlay;org.webjars.bower;videojs-overlay
org.webjars.bower:github-com-Kurento-kurento-utils-bower;org.webjars.bower;github-com-Kurento-kurento-utils-bower
com.github.kypeli:sversion_2.11;com.github.kypeli;sversion_2.11
org.baswell:routes;org.baswell;routes
org.webjars.bower:angular-youtube-mb;org.webjars.bower;angular-youtube-mb
org.webjars.bower:angular-timer;org.webjars.bower;angular-timer
com.github.k0shk0sh:PermissionHelper;com.github.k0shk0sh;PermissionHelper
org.wso2.appserver:appserver-configs;org.wso2.appserver;appserver-configs
org.webjars.npm:github-com-ArturShoba-react-avatar-cropper;org.webjars.npm;github-com-ArturShoba-react-avatar-cropper
org.osgi:osgi.enroute.verify;org.osgi;osgi.enroute.verify
org.osgi:osgi.enroute.maven;org.osgi;osgi.enroute.maven
com.gilt:gfc-logging_2.12.0-RC1;com.gilt;gfc-logging_2.12.0-RC1
com.gilt:gfc-time_2.12.0-RC1;com.gilt;gfc-time_2.12.0-RC1
com.gilt:gfc-collection_2.12.0-RC1;com.gilt;gfc-collection_2.12.0-RC1
io.netfall:libkafaufau;io.netfall;libkafaufau
com.github.hearsilent.circularindicator:CircularIndicator;com.github.hearsilent.circularindicator;CircularIndicator
com.dkirrane.maven.archetype:ggitflow-maven-archetype;com.dkirrane.maven.archetype;ggitflow-maven-archetype
com.dkirrane.maven.plugins:ggitflow-maven-plugin;com.dkirrane.maven.plugins;ggitflow-maven-plugin
com.dkirrane.maven.plugins:ggitflow-maven;com.dkirrane.maven.plugins;ggitflow-maven
com.data-artisans:flink-training-exercises;com.data-artisans;flink-training-exercises
com.github.levkhomich:akka-tracing-spray_2.11;com.github.levkhomich;akka-tracing-spray_2.11
com.github.levkhomich:akka-tracing-spray-client_2.11;com.github.levkhomich;akka-tracing-spray-client_2.11
com.github.levkhomich:akka-tracing-http_2.10;com.github.levkhomich;akka-tracing-http_2.10
com.github.levkhomich:akka-tracing-spray-client_2.10;com.github.levkhomich;akka-tracing-spray-client_2.10
com.github.levkhomich:akka-tracing-play_2.10;com.github.levkhomich;akka-tracing-play_2.10
com.github.levkhomich:akka-tracing-core_2.10;com.github.levkhomich;akka-tracing-core_2.10
com.github.levkhomich:akka-tracing-spray_2.10;com.github.levkhomich;akka-tracing-spray_2.10
com.github.risedragon:spring-mysqlclient;com.github.risedragon;spring-mysqlclient
com.aliyun.oss:aliyun-sdk-oss-private;com.aliyun.oss;aliyun-sdk-oss-private
com.dkirrane.groovy.gitflow:ggitflow;com.dkirrane.groovy.gitflow;ggitflow
com.github.lihengming:potato-orm;com.github.lihengming;potato-orm
me.vican.jorge:stoml_2.11;me.vican.jorge;stoml_2.11
org.webjars.bower:github-com-bjornstar-blob-polyfill;org.webjars.bower;github-com-bjornstar-blob-polyfill
org.webjars.bower:angular-checklist-model;org.webjars.bower;angular-checklist-model
org.webjars.bower:github-com-scne-international-phone-number;org.webjars.bower;github-com-scne-international-phone-number
org.mongodb:casbah-gridfs_2.12.0-RC1;org.mongodb;casbah-gridfs_2.12.0-RC1
org.mongodb:casbah-core_2.12.0-RC1;org.mongodb;casbah-core_2.12.0-RC1
org.mongodb:casbah-commons_2.12.0-RC1;org.mongodb;casbah-commons_2.12.0-RC1
org.mongodb:casbah-query_2.12.0-RC1;org.mongodb;casbah-query_2.12.0-RC1
org.mongodb:casbah_2.12.0-RC1;org.mongodb;casbah_2.12.0-RC1
com.frostwire:jlibtorrent-android-debug-arm;com.frostwire;jlibtorrent-android-debug-arm
com.frostwire:jlibtorrent-android-debug-symbols-arm;com.frostwire;jlibtorrent-android-debug-symbols-arm
com.frostwire:jlibtorrent-desktop-debug;com.frostwire;jlibtorrent-desktop-debug
com.github.lihengming:potato-webmvc;com.github.lihengming;potato-webmvc
org.webjars.bower:ng-currency;org.webjars.bower;ng-currency
org.light4j:hc360-java-sdk-hcpaygateway;org.light4j;hc360-java-sdk-hcpaygateway
org.webjars.bower:xdomain;org.webjars.bower;xdomain
org.webjars.npm:github-com-angular-router;org.webjars.npm;github-com-angular-router
org.apache.aries:org.apache.aries.util-parent;org.apache.aries;org.apache.aries.util-parent
org.apache.aries:org.apache.aries.util;org.apache.aries;org.apache.aries.util
org.apache.aries:org.apache.aries.util-r42;org.apache.aries;org.apache.aries.util-r42
org.dashbuilder:dashbuilder-deps;org.dashbuilder;dashbuilder-deps
org.dashbuilder:dashbuilder-parent-metadata;org.dashbuilder;dashbuilder-parent-metadata
org.uberfire:uberfire-extensions-deps;org.uberfire;uberfire-extensions-deps
org.uberfire:uberfire-security-management-wildfly10;org.uberfire;uberfire-security-management-wildfly10
org.uberfire:uberfire-security-management-wildfly8;org.uberfire;uberfire-security-management-wildfly8
org.uberfire:uberfire-extensions-bom;org.uberfire;uberfire-extensions-bom
org.uberfire:uberfire-security-management-wildfly-commons;org.uberfire;uberfire-security-management-wildfly-commons
org.uberfire:showcase-distribution-wars-cdi1.0;org.uberfire;showcase-distribution-wars-cdi1.0
org.uberfire:uberfire-parent-metadata;org.uberfire;uberfire-parent-metadata
org.uberfire:uberfire-parent-with-dependencies;org.uberfire;uberfire-parent-with-dependencies
net.vsame:url2sql;net.vsame;url2sql
org.webjars.bower:github-com-belerweb-angular-weui;org.webjars.bower;github-com-belerweb-angular-weui
org.webjars.bower:github-com-threeq-angular-weui;org.webjars.bower;github-com-threeq-angular-weui
org.webjars.bower:github-com-monospaced-bower-qrcode-generator;org.webjars.bower;github-com-monospaced-bower-qrcode-generator
org.webjars.bower:github-com-belerweb-angular-qrcode;org.webjars.bower;github-com-belerweb-angular-qrcode
com.github.finagle:finch-circe_2.10;com.github.finagle;finch-circe_2.10
com.github.finagle:finch-core_2.10;com.github.finagle;finch-core_2.10
com.github.finagle:finch-playjson_2.10;com.github.finagle;finch-playjson_2.10
com.github.finagle:finch-argonaut_2.10;com.github.finagle;finch-argonaut_2.10
com.github.finagle:finch-test_2.10;com.github.finagle;finch-test_2.10
com.github.finagle:finch-sprayjson_2.10;com.github.finagle;finch-sprayjson_2.10
com.github.finagle:finch-oauth2_2.10;com.github.finagle;finch-oauth2_2.10
com.github.finagle:finch-jackson_2.10;com.github.finagle;finch-jackson_2.10
com.github.finagle:finch-json4s_2.10;com.github.finagle;finch-json4s_2.10
me.andrz.findbugs:findbugs-diff;me.andrz.findbugs;findbugs-diff
org.everit.osgi.dev.dist.v4_0_0:eosgi-dist-felix_5.6.0_yajsw_11.11;org.everit.osgi.dev.dist.v4_0_0;eosgi-dist-felix_5.6.0_yajsw_11.11
org.everit.osgi.dev.dist.v4_0_0:eosgi-dist-felix_5.6.0;org.everit.osgi.dev.dist.v4_0_0;eosgi-dist-felix_5.6.0
org.lyranthe.prometheus:fs2_2.12.0-RC1;org.lyranthe.prometheus;fs2_2.12.0-RC1
org.lyranthe.prometheus:client_2.12.0-RC1;org.lyranthe.prometheus;client_2.12.0-RC1
org.lyranthe.prometheus:macros_2.12.0-RC1;org.lyranthe.prometheus;macros_2.12.0-RC1
org.everit.osgi.dev.dist.v4_0_0:eosgi-dist-equinox_3.11.0_yajsw_11.11;org.everit.osgi.dev.dist.v4_0_0;eosgi-dist-equinox_3.11.0_yajsw_11.11
io.github.theangrydev.thinhttpclient:thin-http-client-apache;io.github.theangrydev.thinhttpclient;thin-http-client-apache
io.github.theangrydev.thinhttpclient:thin-http-client-core;io.github.theangrydev.thinhttpclient;thin-http-client-core
org.webjars.bower:dragular;org.webjars.bower;dragular
org.webjars.bower:angular-dragula;org.webjars.bower;angular-dragula
org.webjars.bower:github-com-bevacqua-angular-dragula;org.webjars.bower;github-com-bevacqua-angular-dragula
org.webjars.bower:dragula;org.webjars.bower;dragula
com.wix.hoopoe.koboshi:koboshi-testkit_2.11;com.wix.hoopoe.koboshi;koboshi-testkit_2.11
com.wix.hoopoe.koboshi:koboshi-servlet-modules_2.11;com.wix.hoopoe.koboshi;koboshi-servlet-modules_2.11
com.wix.hoopoe.koboshi:koboshi-bootstrap_2.11;com.wix.hoopoe.koboshi;koboshi-bootstrap_2.11
com.wix.hoopoe.koboshi:koboshi_2.11;com.wix.hoopoe.koboshi;koboshi_2.11
com.wix.hoopoe.koboshi:koboshi-servlet_2.11;com.wix.hoopoe.koboshi;koboshi-servlet_2.11
com.wix.hoopoe.koboshi:koboshi-servlet-test-app_2.11;com.wix.hoopoe.koboshi;koboshi-servlet-test-app_2.11
org.webjars.bower:angular-disable-all;org.webjars.bower;angular-disable-all
org.huoc:cofoja;org.huoc;cofoja
org.scalaj:scalaj-http_2.12.0-RC2;org.scalaj;scalaj-http_2.12.0-RC2
org.meridor.perspective:perspective-framework;org.meridor.perspective;perspective-framework
org.brandao:brcache-client;org.brandao;brcache-client
com.github.captain-miao:topalignedtextview;com.github.captain-miao;topalignedtextview
com.floragunn:search-guard-2;com.floragunn;search-guard-2
com.coreoz:plume-file;com.coreoz;plume-file
com.loopfor.scalop:scalop_2.11;com.loopfor.scalop;scalop_2.11
rocks.juergen:jython-maven-plugin;rocks.juergen;jython-maven-plugin
org.webjars.bower:github-com-joeldbirch-superfish;org.webjars.bower;github-com-joeldbirch-superfish
com.ibm.mobilefirstplatform.clientsdk.android:googleauthentication;com.ibm.mobilefirstplatform.clientsdk.android;googleauthentication
com.athaydes.javanna:javanna-gson;com.athaydes.javanna;javanna-gson
io.github.pityka:hierarchical-clustering-fork;io.github.pityka;hierarchical-clustering-fork
com.github.firststraw:jasypt-convenience;com.github.firststraw;jasypt-convenience
com.github.bohnman:jackson-squiggly-filter;com.github.bohnman;jackson-squiggly-filter
org.webjars.bower:keyboard;org.webjars.bower;keyboard
org.webjars.bower:ng-virtual-keyboard;org.webjars.bower;ng-virtual-keyboard
org.webjars.npm:loggly-jslogger;org.webjars.npm;loggly-jslogger
org.webjars.npm:keen-js;org.webjars.npm;keen-js
org.webjars.npm:ng2-completer;org.webjars.npm;ng2-completer
org.webjars.npm:ng2-typeahead;org.webjars.npm;ng2-typeahead
org.scala-lang.plugins:scala-continuations-plugin_2.12.0-RC2;org.scala-lang.plugins;scala-continuations-plugin_2.12.0-RC2
org.scala-lang.plugins:scala-continuations-library_2.12.0-RC2;org.scala-lang.plugins;scala-continuations-library_2.12.0-RC2
net.sf.prefixedproperties:pp-spring;net.sf.prefixedproperties;pp-spring
net.sf.prefixedproperties:pp-core;net.sf.prefixedproperties;pp-core
net.sf.prefixedproperties:prefixedproperties-parent;net.sf.prefixedproperties;prefixedproperties-parent
org.webjars.npm:redux-cropper;org.webjars.npm;redux-cropper
com.athaydes.javanna:javanna;com.athaydes.javanna;javanna
com.github.nscala-time:nscala-time_2.12.0-RC2;com.github.nscala-time;nscala-time_2.12.0-RC2
com.github.spyhunter99:dex-method-counts-lib;com.github.spyhunter99;dex-method-counts-lib
com.github.spyhunter99:dex-method-counts;com.github.spyhunter99;dex-method-counts
org.webjars.bower:github-com-antonio-spinelli-ng-virtual-keyboard;org.webjars.bower;github-com-antonio-spinelli-ng-virtual-keyboard
org.webjars.npm:github-com-antonio-spinelli-ng-virtual-keyboard;org.webjars.npm;github-com-antonio-spinelli-ng-virtual-keyboard
io.github.jcs-ci:jfpe;io.github.jcs-ci;jfpe
net.cilib:cilib-pso_2.11;net.cilib;cilib-pso_2.11
net.cilib:cilib-core_2.11;net.cilib;cilib-core_2.11
net.cilib:cilib-moo_2.11;net.cilib;cilib-moo_2.11
net.cilib:cilib-exec_2.11;net.cilib;cilib-exec_2.11
net.cilib:cilib-ga_2.11;net.cilib;cilib-ga_2.11
io.netfall:jasa;io.netfall;jasa
de.sciss:scalarefactoring_2.12.0-RC2;de.sciss;scalarefactoring_2.12.0-RC2
de.sciss:scalarefactoring_2.11;de.sciss;scalarefactoring_2.11
de.sciss:scalarefactoring_2.10;de.sciss;scalarefactoring_2.10
com.github.chacojack:solar-system;com.github.chacojack;solar-system
org.danielnixon:warthelpers_2.11;org.danielnixon;warthelpers_2.11
com.github.kentyeh:jdbi-annotation;com.github.kentyeh;jdbi-annotation
com.github.mpusher:mpush-client-java;com.github.mpusher;mpush-client-java
com.yashoid:sqliteimprovedopenhelper;com.yashoid;sqliteimprovedopenhelper
com.github.sadstool:spring-duration-converter;com.github.sadstool;spring-duration-converter
org.scala-js:scalajs-junit-test-runtime_2.12.0-RC2;org.scala-js;scalajs-junit-test-runtime_2.12.0-RC2
