org.neo4j:parent-central;org.neo4j;parent-central
com.sonyericsson.hudson.plugins.rebuild:rebuild;com.sonyericsson.hudson.plugins.rebuild;rebuild
org.eclipse:eclipse;org.eclipse;eclipse
org.fusesource.wikitext:project;org.fusesource.wikitext;project
org.jvnet.hudson.plugins:join;org.jvnet.hudson.plugins;join
com.beust:jbus;com.beust;jbus
org.sonatype.appbooter.plexus-platforms:plexus-platform-jsw;org.sonatype.appbooter.plexus-platforms;plexus-platform-jsw
org.sonatype.appbooter.plexus-platforms:plexus-platform-base;org.sonatype.appbooter.plexus-platforms;plexus-platform-base
org.sonatype.appbooter.plexus-platforms:plexus-platforms;org.sonatype.appbooter.plexus-platforms;plexus-platforms
org.sonatype.appbooter.plexus-booters:plexus-forked-app-booter;org.sonatype.appbooter.plexus-booters;plexus-forked-app-booter
org.sonatype.appbooter.plexus-booters:plexus-jsw-app-booter;org.sonatype.appbooter.plexus-booters;plexus-jsw-app-booter
org.sonatype.appbooter.plexus-booters:plexus-app-booter;org.sonatype.appbooter.plexus-booters;plexus-app-booter
org.sonatype.appbooter.plexus-booters:plexus-booters;org.sonatype.appbooter.plexus-booters;plexus-booters
org.sonatype.appbooter:appbooter;org.sonatype.appbooter;appbooter
de.devsurf.injection.guice.integrations:de.devsurf.injection.guice.integrations.configuration;de.devsurf.injection.guice.integrations;de.devsurf.injection.guice.integrations.configuration
de.devsurf.injection.guice.integrations:integrations;de.devsurf.injection.guice.integrations;integrations
de.devsurf.injection.guice.scanner:de.devsurf.injection.guice.scanner.examples;de.devsurf.injection.guice.scanner;de.devsurf.injection.guice.scanner.examples
de.devsurf.injection.guice:automatic-binding;de.devsurf.injection.guice;automatic-binding
net.sourceforge.openutils:openutils-mgnlmobile;net.sourceforge.openutils;openutils-mgnlmobile
org.ow2.chameleon.i18n:i18n-service;org.ow2.chameleon.i18n;i18n-service
com.mysema.querydsl:querydsl-jdoql;com.mysema.querydsl;querydsl-jdoql
com.mysema.querydsl:querydsl-hql;com.mysema.querydsl;querydsl-hql
com.mysema.commons:mysema-commons-tapestry;com.mysema.commons;mysema-commons-tapestry
org.papoose.cmpn:papoose-event;org.papoose.cmpn;papoose-event
com.j256:ormlite-core;com.j256;ormlite-core
org.jvnet.hudson.plugins:label-verifier;org.jvnet.hudson.plugins;label-verifier
de.devsurf.injection.guice.scanner:examples;de.devsurf.injection.guice.scanner;examples
de.devsurf.injection.guice.scanner:sonatype;de.devsurf.injection.guice.scanner;sonatype
de.devsurf.injection.guice.scanner:reflections;de.devsurf.injection.guice.scanner;reflections
de.devsurf.injection.guice.scanner:asm;de.devsurf.injection.guice.scanner;asm
de.devsurf.injection.guice.scanner:core;de.devsurf.injection.guice.scanner;core
de.devsurf.injection.guice.scanner:automatic-injection;de.devsurf.injection.guice.scanner;automatic-injection
com.google.code.jcouchdb:jcouchdb;com.google.code.jcouchdb;jcouchdb
com.samskivert:gwt-asyncgen;com.samskivert;gwt-asyncgen
org.wicketstuff:wicket-ki-security-example-spring-jdbc;org.wicketstuff;wicket-ki-security-example-spring-jdbc
org.wicketstuff:wicket-ki-security-example-realm;org.wicketstuff;wicket-ki-security-example-realm
org.wicketstuff:wicket-ki-security-example-base;org.wicketstuff;wicket-ki-security-example-base
org.wicketstuff:wicket-ki-security-examples;org.wicketstuff;wicket-ki-security-examples
org.wicketstuff:wicket-ki-security;org.wicketstuff;wicket-ki-security
org.wicketstuff:wicket-ki-security-parent;org.wicketstuff;wicket-ki-security-parent
org.springframework.build.aws:org.springframework.build.aws.maven;org.springframework.build.aws;org.springframework.build.aws.maven
org.glassfish.admingui:console-jython-plugin;org.glassfish.admingui;console-jython-plugin
org.glassfish.admingui:console-jruby-plugin;org.glassfish.admingui;console-jruby-plugin
ro.isdc.wro4j:wro4j-test-utils;ro.isdc.wro4j;wro4j-test-utils
org.codelabor:codelabor-commons-calendar;org.codelabor;codelabor-commons-calendar
org.jvnet.hudson.plugins:build-publisher;org.jvnet.hudson.plugins;build-publisher
org.projectlombok:maven-lombok-plugin;org.projectlombok;maven-lombok-plugin
org.jvnet.hudson.plugins:jsunit;org.jvnet.hudson.plugins;jsunit
org.xcmis:xcmis-developer-guide;org.xcmis;xcmis-developer-guide
org.xcmis:xcmis-admin-guide;org.xcmis;xcmis-admin-guide
org.xcmis:xcmis-docs;org.xcmis;xcmis-docs
org.ow2.opensuit:xmlmap-namingrules;org.ow2.opensuit;xmlmap-namingrules
org.ow2.opensuit:opensuit-quality;org.ow2.opensuit;opensuit-quality
org.jvnet.hudson.plugins:timestamper;org.jvnet.hudson.plugins;timestamper
org.apache.axis2:axis2-idea-plugin;org.apache.axis2;axis2-idea-plugin
org.apache.axis2:axis2.eclipse.service.plugin;org.apache.axis2;axis2.eclipse.service.plugin
org.apache.axis2:axis2.eclipse.codegen.plugin;org.apache.axis2;axis2.eclipse.codegen.plugin
org.apache.myfaces.portlet-bridge:portlet-bridge-master-pom;org.apache.myfaces.portlet-bridge;portlet-bridge-master-pom
org.jboss.arquillian.container:arquillian-osgi-embedded-4.2;org.jboss.arquillian.container;arquillian-osgi-embedded-4.2
org.joda:joda-primitives;org.joda;joda-primitives
com.google.diffable:diffable;com.google.diffable;diffable
ca.grimoire.maven:apacheds-maven-plugin;ca.grimoire.maven;apacheds-maven-plugin
ca.grimoire:alchemy-parent;ca.grimoire;alchemy-parent
org.ow2.chameleon.json:json-service;org.ow2.chameleon.json;json-service
org.objectweb.fractal.juliac.petals:juliac-petals-opt-oo;org.objectweb.fractal.juliac.petals;juliac-petals-opt-oo
org.objectweb.fractal.juliac.petals:juliac-petals-opt-parent;org.objectweb.fractal.juliac.petals;juliac-petals-opt-parent
org.objectweb.fractal.juliac.petals:juliac-petals-runtime;org.objectweb.fractal.juliac.petals;juliac-petals-runtime
org.objectweb.fractal.juliac.petals:juliac-petals-parent;org.objectweb.fractal.juliac.petals;juliac-petals-parent
net.sourceforge.testcoveragespy:testcoveragespy;net.sourceforge.testcoveragespy;testcoveragespy
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy2;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy2
it.tidalwave.bluebill:it-tidalwave-bluebill-observation-simple-rdf;it.tidalwave.bluebill;it-tidalwave-bluebill-observation-simple-rdf
it.tidalwave.bluebill:it-tidalwave-bluebill-observation-simple;it.tidalwave.bluebill;it-tidalwave-bluebill-observation-simple
it.tidalwave.bluebill:it-tidalwave-bluebill-observation;it.tidalwave.bluebill;it-tidalwave-bluebill-observation
it.tidalwave.bluebill.android:it-tidalwave-mobile-xml;it.tidalwave.bluebill.android;it-tidalwave-mobile-xml
it.tidalwave.bluebill.android:it-tidalwave-mobile-utilities;it.tidalwave.bluebill.android;it-tidalwave-mobile-utilities
it.tidalwave.bluebill.android:it-tidalwave-android-utilities;it.tidalwave.bluebill.android;it-tidalwave-android-utilities
it.tidalwave.bluebill.android:it-tidalwave-android-org-openrdf-sesame-model;it.tidalwave.bluebill.android;it-tidalwave-android-org-openrdf-sesame-model
it.tidalwave.bluebill.android:it-tidalwave-android-it-tidalwave-semantic-io;it.tidalwave.bluebill.android;it-tidalwave-android-it-tidalwave-semantic-io
it.tidalwave.bluebill.android:bluebill-mobile-android-test-integration;it.tidalwave.bluebill.android;bluebill-mobile-android-test-integration
it.tidalwave.bluebill.android:bluebill-mobile-android-test-functional;it.tidalwave.bluebill.android;bluebill-mobile-android-test-functional
it.tidalwave.bluebill.android:bluebill-mobile-android;it.tidalwave.bluebill.android;bluebill-mobile-android
it.tidalwave.bluebill.android:bluebill;it.tidalwave.bluebill.android;bluebill
it.tidalwave.bluebill.android:android-superpom;it.tidalwave.bluebill.android;android-superpom
org.geomajas.documentation:geomajas-plugin-printing-documentation;org.geomajas.documentation;geomajas-plugin-printing-documentation
net.java.dev.faces-chain:faces-chain;net.java.dev.faces-chain;faces-chain
org.apache.openjpa:openjpa-lib-5;org.apache.openjpa;openjpa-lib-5
org.apache.openjpa:openjpa-kernel-5;org.apache.openjpa;openjpa-kernel-5
org.apache.openjpa:openjpa-jdbc-5;org.apache.openjpa;openjpa-jdbc-5
org.jvnet.hudson.plugins:mask-passwords;org.jvnet.hudson.plugins;mask-passwords
org.apache.myfaces.buildtools:myfaces-javascript-plugin;org.apache.myfaces.buildtools;myfaces-javascript-plugin
com.sun.grizzly.samples:grizzly-samples;com.sun.grizzly.samples;grizzly-samples
com.sun.grizzly.samples:grizzly-webcontainer-samples;com.sun.grizzly.samples;grizzly-webcontainer-samples
com.sun.grizzly.samples:grizzly-websockets-chat;com.sun.grizzly.samples;grizzly-websockets-chat
com.sun.grizzly.samples:grizzly-http-samples;com.sun.grizzly.samples;grizzly-http-samples
com.sun.grizzly.samples:grizzly-framework-samples;com.sun.grizzly.samples;grizzly-framework-samples
com.sun.grizzly:grizzly-modules;com.sun.grizzly;grizzly-modules
com.sun.grizzly:grizzly-webcontainer;com.sun.grizzly;grizzly-webcontainer
com.sun.grizzly:grizzly-websockets;com.sun.grizzly;grizzly-websockets
com.sun.grizzly:grizzly-http;com.sun.grizzly;grizzly-http
com.sun.grizzly:grizzly-rcm;com.sun.grizzly;grizzly-rcm
com.sun.grizzly:grizzly-framework;com.sun.grizzly;grizzly-framework
com.sun.xml.security:jsr105-impl;com.sun.xml.security;jsr105-impl
net.java.dev.xadisk:xadisk;net.java.dev.xadisk;xadisk
org.apache.openwebbeans:openwebbeans-ejb-common;org.apache.openwebbeans;openwebbeans-ejb-common
org.eclipse:org.eclipse.eclipse;org.eclipse;org.eclipse.eclipse
com.devspan.vendor.aefxx:jquery-jqote2;com.devspan.vendor.aefxx;jquery-jqote2
org.freeswitch.esl.client:org.freeswitch.esl.client;org.freeswitch.esl.client;org.freeswitch.esl.client
org.freeswitch.esl.client:java-esl-client;org.freeswitch.esl.client;java-esl-client
org.sonatype.spice:spice-inject-bean;org.sonatype.spice;spice-inject-bean
org.sonatype.spice.inject:guice-bean-containers;org.sonatype.spice.inject;guice-bean-containers
org.sonatype.spice.inject:guice-bean-binders;org.sonatype.spice.inject;guice-bean-binders
org.sonatype.spice.inject:guice-bean-locators;org.sonatype.spice.inject;guice-bean-locators
org.sonatype.spice.inject:guice-bean-converters;org.sonatype.spice.inject;guice-bean-converters
org.sonatype.spice.inject:guice-bean-scanners;org.sonatype.spice.inject;guice-bean-scanners
org.sonatype.spice.inject:guice-bean-inject;org.sonatype.spice.inject;guice-bean-inject
org.sonatype.spice.inject:guice-bean-reflect;org.sonatype.spice.inject;guice-bean-reflect
org.sonatype.spice.inject:guice-bean;org.sonatype.spice.inject;guice-bean
com.devspan.vendor.jack:jack;com.devspan.vendor.jack;jack
org.elasticsearch:elasticsearch-client-groovy;org.elasticsearch;elasticsearch-client-groovy
com.sun.xml.wss.core.reference:keyidspi-ibm-impl;com.sun.xml.wss.core.reference;keyidspi-ibm-impl
com.sun.xml.security:apache-xmlsec;com.sun.xml.security;apache-xmlsec
javax.xml.crypto:jsr105-api;javax.xml.crypto;jsr105-api
org.springframework.commons:spring-commons-parent;org.springframework.commons;spring-commons-parent
org.jvnet.hudson.dtkit:dtkit-metrics-api;org.jvnet.hudson.dtkit;dtkit-metrics-api
com.twitter:gizzard;com.twitter;gizzard
org.mule.examples:mule-example-webapp;org.mule.examples;mule-example-webapp
org.mule.examples:mule-example-bookstore-webapp;org.mule.examples;mule-example-bookstore-webapp
org.mule.examples:mule-example-bookstore-admin-webapp;org.mule.examples;mule-example-bookstore-admin-webapp
org.mule.examples:mule-example-bookstore-api;org.mule.examples;mule-example-bookstore-api
org.mule.examples:mule-example-bookstore-parent;org.mule.examples;mule-example-bookstore-parent
org.jboss.ws:jbossws-jboss600M4;org.jboss.ws;jbossws-jboss600M4
org.codehaus.cargo:cargo-trunks;org.codehaus.cargo;cargo-trunks
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-csv;org.apache.servicemix.bundles;org.apache.servicemix.bundles.commons-csv
com.googlecode.miyamoto:miyamoto;com.googlecode.miyamoto;miyamoto
com.devspan.mojo.javascript:shrinksafe-compressor;com.devspan.mojo.javascript;shrinksafe-compressor
com.devspan.mojo.javascript:javascript-project;com.devspan.mojo.javascript;javascript-project
com.devspan.mojo.javascript:javascript-report-maven-plugin;com.devspan.mojo.javascript;javascript-report-maven-plugin
com.devspan.mojo.javascript:javascript-maven-plugin;com.devspan.mojo.javascript;javascript-maven-plugin
com.devspan.mojo.javascript:yahooui-compressor;com.devspan.mojo.javascript;yahooui-compressor
com.devspan.mojo.javascript:javascript-compressor-api;com.devspan.mojo.javascript;javascript-compressor-api
com.devspan.mojo.javascript:javascript-compressor;com.devspan.mojo.javascript;javascript-compressor
com.devspan.mojo.javascript:javascript-maven-archive;com.devspan.mojo.javascript;javascript-maven-archive
com.devspan.mojo.javascript:javascript-maven-tools;com.devspan.mojo.javascript;javascript-maven-tools
org.glassfish.packager:glassfish-scripting;org.glassfish.packager;glassfish-scripting
com.devspan.vendor.envjs:envjs-rhino;com.devspan.vendor.envjs;envjs-rhino
com.devspan.vendor.jquery:jquery-ui;com.devspan.vendor.jquery;jquery-ui
com.devspan.vendor.strophejs:strophejs;com.devspan.vendor.strophejs;strophejs
com.devspan.vendor.requirejs:requirejs;com.devspan.vendor.requirejs;requirejs
com.devspan.vendor.jquery:qunit;com.devspan.vendor.jquery;qunit
com.devspan.vendor.rfk:jquery-xmlns;com.devspan.vendor.rfk;jquery-xmlns
org.glassfish.deployment:deployment-versioning;org.glassfish.deployment;deployment-versioning
com.devspan.vendor.jquery:jquery;com.devspan.vendor.jquery;jquery
com.devspan.vendor:vendor-js;com.devspan.vendor;vendor-js
org.couch4j:couch4j;org.couch4j;couch4j
org.ow2.chameleon.sharedprefs:xml-shared-preferences;org.ow2.chameleon.sharedprefs;xml-shared-preferences
org.ow2.chameleon.sharedprefs:shared-preferences-service;org.ow2.chameleon.sharedprefs;shared-preferences-service
org.drools:drools-server;org.drools;drools-server
org.drools:drools-process;org.drools;drools-process
org.drools:gwt-console-server-drools;org.drools;gwt-console-server-drools
org.drools:gwt-console-drools;org.drools;gwt-console-drools
org.drools:drools-gwt-graph;org.drools;drools-gwt-graph
org.drools:drools-gwt-form;org.drools;drools-gwt-form
org.drools:drools-gwt-console;org.drools;drools-gwt-console
org.drools:drools-bam;org.drools;drools-bam
org.drools:drools-guvnor;org.drools;drools-guvnor
org.drools:drools-bpmn2;org.drools;drools-bpmn2
org.drools:drools-repository;org.drools;drools-repository
org.drools:drools-grid-task;org.drools;drools-grid-task
org.drools:drools-process-task;org.drools;drools-process-task
org.drools:drools-workitems;org.drools;drools-workitems
org.drools:drools-factconstraint;org.drools;drools-factconstraint
org.drools:drools-doc;org.drools;drools-doc
org.drools:drools-grid-core;org.drools;drools-grid-core
org.drools:drools-ide-common;org.drools;drools-ide-common
org.drools:drools-api;org.drools;drools-api
com.google.code.mjl:mjl;com.google.code.mjl;mjl
org.jvnet.hudson.plugins:matrixtieparent;org.jvnet.hudson.plugins;matrixtieparent
org.sameas:sameas4j;org.sameas;sameas4j
net.databinder:giter8-project_2.8.0;net.databinder;giter8-project_2.8.0
net.databinder:giter8_2.8.0;net.databinder;giter8_2.8.0
com.googlecode.rocoto:rocoto-system;com.googlecode.rocoto;rocoto-system
com.googlecode.rocoto:rocoto-converters;com.googlecode.rocoto;rocoto-converters
com.googlecode.rocoto:rocoto-simple-configuration;com.googlecode.rocoto;rocoto-simple-configuration
com.googlecode.rocoto:rocoto-parent;com.googlecode.rocoto;rocoto-parent
net.databinder:unfiltered-ajp-server_2.7.7;net.databinder;unfiltered-ajp-server_2.7.7
net.databinder:unfiltered-server_2.7.7;net.databinder;unfiltered-server_2.7.7
net.databinder:unfiltered-scalate-demo_2.8.0;net.databinder;unfiltered-scalate-demo_2.8.0
net.databinder:unfiltered-ajp-server_2.8.0;net.databinder;unfiltered-ajp-server_2.8.0
net.databinder:unfiltered-server_2.8.0;net.databinder;unfiltered-server_2.8.0
org.jboss.marshalling:serialization-java;org.jboss.marshalling;serialization-java
com.weiglewilczek.scalamodules:scalamodules-core-it_2.8.0;com.weiglewilczek.scalamodules;scalamodules-core-it_2.8.0
com.weiglewilczek.scalamodules:scalamodules_2.8.0;com.weiglewilczek.scalamodules;scalamodules_2.8.0
com.hack23.cia:citizen-intelligence-agency-legacy;com.hack23.cia;citizen-intelligence-agency-legacy
org.ow2.frascati.examples:twitter-weather;org.ow2.frascati.examples;twitter-weather
com.saucelabs:sauce-rest-api;com.saucelabs;sauce-rest-api
org.ow2.frascati.examples:dictionary;org.ow2.frascati.examples;dictionary
org.ow2.frascati.examples:weather;org.ow2.frascati.examples;weather
org.ow2.frascati.factory:parent;org.ow2.frascati.factory;parent
org.mybatis.caches:mybatis-caches-parent;org.mybatis.caches;mybatis-caches-parent
com.saucelabs.selenium:selenium-htmlunit-driver;com.saucelabs.selenium;selenium-htmlunit-driver
com.saucelabs.selenium:sauce-ondemand-driver;com.saucelabs.selenium;sauce-ondemand-driver
com.saucelabs.selenium:selenium-embedded-rc-driver;com.saucelabs.selenium;selenium-embedded-rc-driver
com.saucelabs.selenium:selenium-client-factory;com.saucelabs.selenium;selenium-client-factory
com.saucelabs.selenium:selenium-client-factory-parent;com.saucelabs.selenium;selenium-client-factory-parent
org.mule.transports:mule-transport-soap;org.mule.transports;mule-transport-soap
org.jboss.weld:weld-license;org.jboss.weld;weld-license
org.fluttercode.knappsack:knappsack-archetype-parent;org.fluttercode.knappsack;knappsack-archetype-parent
net.sourceforge.jpaxjc:jpa-xjc-plugin;net.sourceforge.jpaxjc;jpa-xjc-plugin
org.xcmis:xcmis-client-gwt-restatom;org.xcmis;xcmis-client-gwt-restatom
org.jboss.errai:errai-cdi-examples;org.jboss.errai;errai-cdi-examples
org.apache.geronimo.specs:geronimo-jaxb_2.2_spec;org.apache.geronimo.specs;geronimo-jaxb_2.2_spec
org.apache.geronimo.specs:geronimo-annotation_1.1_spec;org.apache.geronimo.specs;geronimo-annotation_1.1_spec
eu.getintheloop:sbt-native2ascii-plugin;eu.getintheloop;sbt-native2ascii-plugin
org.ferris:ferris-memorymanager-memoryvault;org.ferris;ferris-memorymanager-memoryvault
com.j256:ormlite;com.j256;ormlite
org.jboss.errai:errai-docbook-xslt;org.jboss.errai;errai-docbook-xslt
net.customware.gwt.presenter:gwt-presenter;net.customware.gwt.presenter;gwt-presenter
com.commsen:jwebthumb;com.commsen;jwebthumb
eu.getintheloop:sbt-locfinder-plugin;eu.getintheloop;sbt-locfinder-plugin
org.neociclo.accord:accord-maven-skin;org.neociclo.accord;accord-maven-skin
com.rosaloves:bitlyj;com.rosaloves;bitlyj
org.wymiwyg:wrhapi-osgi;org.wymiwyg;wrhapi-osgi
org.wymiwyg:wrhapi-osgi-parent;org.wymiwyg;wrhapi-osgi-parent
net.jawr:jawr-bundle-processor;net.jawr;jawr-bundle-processor
net.jawr:jawr-ant;net.jawr;jawr-ant
net.jawr:maven-jawr-plugin;net.jawr;maven-jawr-plugin
net.databinder:sxr-publish;net.databinder;sxr-publish
com.googlecode.xmlzen:xmlzen;com.googlecode.xmlzen;xmlzen
org.jvnet.hudson.plugins:swarm;org.jvnet.hudson.plugins;swarm
org.jvnet.hudson.plugins:swarm-plugin;org.jvnet.hudson.plugins;swarm-plugin
org.jvnet.hudson.plugins:swarm-client;org.jvnet.hudson.plugins;swarm-client
org.jclarion:clarion-maven-plugin;org.jclarion;clarion-maven-plugin
org.jclarion:clarion-compile;org.jclarion;clarion-compile
com.googlecode.xdoclet-plugin-ignore:xdoclet-plugin-ignore-test;com.googlecode.xdoclet-plugin-ignore;xdoclet-plugin-ignore-test
com.googlecode.xdoclet-plugin-ignore:xdoclet-plugin-ignore;com.googlecode.xdoclet-plugin-ignore;xdoclet-plugin-ignore
