com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
net.sourceforge.schemacrawler:schemacrawler-db2;net.sourceforge.schemacrawler;schemacrawler-db2
net.sourceforge.schemacrawler:schemacrawler-generic;net.sourceforge.schemacrawler;schemacrawler-generic
net.sourceforge.schemacrawler:schemacrawler-offline;net.sourceforge.schemacrawler;schemacrawler-offline
net.sourceforge.schemacrawler:schemacrawler-lint;net.sourceforge.schemacrawler;schemacrawler-lint
net.sourceforge.schemacrawler:schemacrawler-all;net.sourceforge.schemacrawler;schemacrawler-all
com.nicta:rng_2.11;com.nicta;rng_2.11
nz.ac.waikato.cms.weka:predictiveApriori;nz.ac.waikato.cms.weka;predictiveApriori
com.heroku.api:heroku-http-play_2.10;com.heroku.api;heroku-http-play_2.10
com.heroku.api:heroku-http-play_2.9.1;com.heroku.api;heroku-http-play_2.9.1
com.specdevs:specgine-all_2.11;com.specdevs;specgine-all_2.11
com.specdevs:specgine-all_2.10;com.specdevs;specgine-all_2.10
com.specdevs:specgine_2.11;com.specdevs;specgine_2.11
com.specdevs:specgine-macros_2.11;com.specdevs;specgine-macros_2.11
org.zeromq:curve25519-java;org.zeromq;curve25519-java
com.jivesoftware.os.tasmo:tasmo-test;com.jivesoftware.os.tasmo;tasmo-test
com.jivesoftware.os.tasmo:tasmo-id;com.jivesoftware.os.tasmo;tasmo-id
com.jivesoftware.os.tasmo:tasmo-reference-lib;com.jivesoftware.os.tasmo;tasmo-reference-lib
com.jivesoftware.os.tasmo:tasmo-view-reader-api;com.jivesoftware.os.tasmo;tasmo-view-reader-api
com.jivesoftware.os.tasmo:tasmo-lib;com.jivesoftware.os.tasmo;tasmo-lib
com.jivesoftware.os.tasmo:tasmo-view-notification-api;com.jivesoftware.os.tasmo;tasmo-view-notification-api
com.jivesoftware.os.tasmo:tasmo-event-api;com.jivesoftware.os.tasmo;tasmo-event-api
com.jivesoftware.os.tasmo:tasmo-reference-reader-api;com.jivesoftware.os.tasmo;tasmo-reference-reader-api
com.jivesoftware.os.tasmo:tasmo-local;com.jivesoftware.os.tasmo;tasmo-local
com.jivesoftware.os.tasmo:tasmo-view-reader-service;com.jivesoftware.os.tasmo;tasmo-view-reader-service
com.jivesoftware.os.tasmo:tasmo-configuration;com.jivesoftware.os.tasmo;tasmo-configuration
com.jivesoftware.os.tasmo:tasmo-model;com.jivesoftware.os.tasmo;tasmo-model
com.jivesoftware.os.tasmo:tasmo-service;com.jivesoftware.os.tasmo;tasmo-service
org.codehaus.cargo:cargo-parent;org.codehaus.cargo;cargo-parent
pro.redsoft.iframework:iframework-jaxbx;pro.redsoft.iframework;iframework-jaxbx
pro.redsoft.iframework:iframework-core;pro.redsoft.iframework;iframework-core
pro.redsoft.iframework:tabbed-presenter;pro.redsoft.iframework;tabbed-presenter
pro.redsoft.iframework:iframework-build-tools;pro.redsoft.iframework;iframework-build-tools
pro.redsoft.iframework:iframework-gwtpx-servlet;pro.redsoft.iframework;iframework-gwtpx-servlet
pro.redsoft.iframework:iframework-samples;pro.redsoft.iframework;iframework-samples
pro.redsoft.iframework:iframework;pro.redsoft.iframework;iframework
pro.redsoft.iframework:iframework-gwtpx;pro.redsoft.iframework;iframework-gwtpx
org.databrary:iteratees_2.11;org.databrary;iteratees_2.11
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xmlsec;org.apache.servicemix.bundles;org.apache.servicemix.bundles.xmlsec
com.github.scala-blitz:scala-blitz_2.11;com.github.scala-blitz;scala-blitz_2.11
com.prezi.grub:grub;com.prezi.grub;grub
com.prezi.grub:gradle-grub-plugin;com.prezi.grub;gradle-grub-plugin
org.apache.servicemix.bundles:org.apache.servicemix.bundles.jackson-module-scala;org.apache.servicemix.bundles;org.apache.servicemix.bundles.jackson-module-scala
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-configuration;org.apache.servicemix.bundles;org.apache.servicemix.bundles.commons-configuration
com.unhandledexpression:sbt-clojure-1555225206;com.unhandledexpression;sbt-clojure
se.skltp.infrastructure.itintegration:ServiceContracts_infrastructure_itintegration_registry;se.skltp.infrastructure.itintegration;ServiceContracts_infrastructure_itintegration_registry
com.beamly:beamly-core-lang_2.10;com.beamly;beamly-core-lang_2.10
com.beamly:beamly-core-lang_2.11;com.beamly;beamly-core-lang_2.11
com.isotrol.impe3:impe3-external-api;com.isotrol.impe3;impe3-external-api
com.legsem.legstar:legstar-distribution;com.legsem.legstar;legstar-distribution
com.legsem.legstar:legstar-jaxws-clients;com.legsem.legstar;legstar-jaxws-clients
com.legsem.legstar:legstar-jaxws-generator;com.legsem.legstar;legstar-jaxws-generator
com.legsem.legstar:legstar-cixsgen-model;com.legsem.legstar;legstar-cixsgen-model
com.legsem.legstar:legstar-cixsgen;com.legsem.legstar;legstar-cixsgen
com.github.commons-rdf:api;com.github.commons-rdf;api
org.json4s:muster-codec-argonaut_2.11;org.json4s;muster-codec-argonaut_2.11
org.json4s:muster-codec-jawn_2.11;org.json4s;muster-codec-jawn_2.11
org.json4s:muster-codec-play-json_2.11;org.json4s;muster-codec-play-json_2.11
org.json4s:muster-codec-json4s_2.11;org.json4s;muster-codec-json4s_2.11
org.json4s:muster-codec-jackson_2.11;org.json4s;muster-codec-jackson_2.11
org.json4s:muster-codec-json_2.11;org.json4s;muster-codec-json_2.11
org.json4s:muster-codec-string_2.11;org.json4s;muster-codec-string_2.11
org.json4s:muster-core_2.11;org.json4s;muster-core_2.11
org.json4s:muster-codec-play-json_2.10;org.json4s;muster-codec-play-json_2.10
org.json4s:muster-codec-argonaut_2.10;org.json4s;muster-codec-argonaut_2.10
org.json4s:muster-codec-json_2.10;org.json4s;muster-codec-json_2.10
org.json4s:muster-codec-jackson_2.10;org.json4s;muster-codec-jackson_2.10
org.json4s:muster-codec-jawn_2.10;org.json4s;muster-codec-jawn_2.10
org.json4s:muster-codec-json4s_2.10;org.json4s;muster-codec-json4s_2.10
org.json4s:muster-codec-string_2.10;org.json4s;muster-codec-string_2.10
org.json4s:muster-core_2.10;org.json4s;muster-core_2.10
com.github.japgolly.scalajs-react:ext-scalaz-7-1_sjs0.5_2.11;com.github.japgolly.scalajs-react;ext-scalaz-7-1_sjs0.5_2.11
com.github.japgolly.scalajs-react:ext-scalaz-7-0_sjs0.5_2.11;com.github.japgolly.scalajs-react;ext-scalaz-7-0_sjs0.5_2.11
com.github.japgolly.scalajs-react:ext-scalaz-7-1_sjs0.5_2.10;com.github.japgolly.scalajs-react;ext-scalaz-7-1_sjs0.5_2.10
com.github.japgolly.scalajs-react:ext-scalaz-7-0_sjs0.5_2.10;com.github.japgolly.scalajs-react;ext-scalaz-7-0_sjs0.5_2.10
org.crazyyak.demo:yak-demo-app;org.crazyyak.demo;yak-demo-app
nz.ac.auckland.lmz.javascript:javascript-tinymce;nz.ac.auckland.lmz.javascript;javascript-tinymce
pl.setblack:badass;pl.setblack;badass
br.com.objectos:way-ui-server;br.com.objectos;way-ui-server
com.daveayan:fuzzyavenger;com.daveayan;fuzzyavenger
com.legsem.legstar:legstar-distribution-zos;com.legsem.legstar;legstar-distribution-zos
org.rapidoid:rapidoid-data;org.rapidoid;rapidoid-data
com.legsem.legstar:legstar-c2wsrt;com.legsem.legstar;legstar-c2wsrt
com.legsem.legstar:legstar-csokrt;com.legsem.legstar;legstar-csokrt
com.legsem.legstar:legstar-cmqrt;com.legsem.legstar;legstar-cmqrt
com.legsem.legstar:legstar-chttprt;com.legsem.legstar;legstar-chttprt
com.legsem.legstar:legstar-invoker;com.legsem.legstar;legstar-invoker
com.legsem.legstar:legstar-commons-transport;com.legsem.legstar;legstar-commons-transport
com.legsem.legstar:legstar-engine;com.legsem.legstar;legstar-engine
com.legsem.legstar:legstar-config;com.legsem.legstar;legstar-config
com.legsem.legstar:legstar-cmockrt;com.legsem.legstar;legstar-cmockrt
com.legsem.legstar:legstar-messaging;com.legsem.legstar;legstar-messaging
com.legsem.legstar:legstar-transport;com.legsem.legstar;legstar-transport
com.legsem.legstar:legstar-cob2trans;com.legsem.legstar;legstar-cob2trans
com.legsem.legstar:legstar-xsd2cob-dist;com.legsem.legstar;legstar-xsd2cob-dist
com.legsem.legstar:legstar-java2cob;com.legsem.legstar;legstar-java2cob
com.legsem.legstar:legstar-xsd2cob;com.legsem.legstar;legstar-xsd2cob
com.legsem.legstar:legstar-xsd2cob-pom;com.legsem.legstar;legstar-xsd2cob-pom
org.xenei:URIEditor;org.xenei;URIEditor
net.liftmodules:salatauth_3.0_2.10;net.liftmodules;salatauth_3.0_2.10
net.liftmodules:salatauth_2.5_2.9.2;net.liftmodules;salatauth_2.5_2.9.2
net.liftmodules:salatauth_2.5_2.10;net.liftmodules;salatauth_2.5_2.10
net.liftmodules:salatauth_2.6_2.9.2;net.liftmodules;salatauth_2.6_2.9.2
com.alexecollins:docker-java;com.alexecollins;docker-java
com.alexecollins.jspec:jspec;com.alexecollins.jspec;jspec
org.kie.modules:org-sonatype-aether;org.kie.modules;org-sonatype-aether
org.kie.modules:jboss-eap-6.1.1;org.kie.modules;jboss-eap-6.1.1
com.cuubez:cuubez-archetype;com.cuubez;cuubez-archetype
org.apache.airavata:airavata-orchestrator-client-sdks;org.apache.airavata;airavata-orchestrator-client-sdks
org.apache.airavata:airavata-gfac-gram;org.apache.airavata;airavata-gfac-gram
org.apache.airavata:airavata-gfac-hadoop;org.apache.airavata;airavata-gfac-hadoop
org.apache.airavata:airavata-registry-api;org.apache.airavata;airavata-registry-api
com.github.mrstampy:KitchenSync;com.github.mrstampy;KitchenSync
com.github.semoncat.GoogleNavigationDrawerMenu:gnavdrawer-library;com.github.semoncat.GoogleNavigationDrawerMenu;gnavdrawer-library
org.easyb:easyb-core;org.easyb;easyb-core
org.easyb:easyb-ast;org.easyb;easyb-ast
org.easyb:easyb-composite-groovy;org.easyb;easyb-composite-groovy
org.easyb:easyb-maven-parent;org.easyb;easyb-maven-parent
br.com.caelum.vraptor:vraptor-streamable-pages;br.com.caelum.vraptor;vraptor-streamable-pages
org.easyb:easyb-parent;org.easyb;easyb-parent
org.easyb:maven-easyb-plugin;org.easyb;maven-easyb-plugin
com.lyncode:xoai-service-provider;com.lyncode;xoai-service-provider
com.lyncode:xoai-data-provider;com.lyncode;xoai-data-provider
com.lyncode:xoai-common;com.lyncode;xoai-common
com.lyncode:xoai;com.lyncode;xoai
com.github.dirkraft:GetURI;com.github.dirkraft;GetURI
com.ohmdb:ohmdb;com.ohmdb;ohmdb
com.ohmdb:ohmdb-dsl;com.ohmdb;ohmdb-dsl
com.ohmdb:ohmdb-test;com.ohmdb;ohmdb-test
com.ohmdb:ohmdb-all;com.ohmdb;ohmdb-all
com.ohmdb:ohmdb-demo;com.ohmdb;ohmdb-demo
com.ohmdb:ohmdb-utils;com.ohmdb;ohmdb-utils
com.ohmdb:ohmdb-internal-api;com.ohmdb;ohmdb-internal-api
com.ohmdb:ohmdb-api;com.ohmdb;ohmdb-api
com.ohmdb:ohmdb-core;com.ohmdb;ohmdb-core
org.drools:drools-wb-distribution-wars;org.drools;drools-wb-distribution-wars
com.github.xuwei-k:play23scalacheck111_2.11;com.github.xuwei-k;play23scalacheck111_2.11
com.github.xuwei-k:play23scalaz70_2.11;com.github.xuwei-k;play23scalaz70_2.11
com.github.xuwei-k:play23scalaz71_2.11;com.github.xuwei-k;play23scalaz71_2.11
com.github.xuwei-k:play23scalacheck110_2.11;com.github.xuwei-k;play23scalacheck110_2.11
edu.ucar:netcdf;edu.ucar;netcdf
com.github.xuwei-k:play23scalacheck111_2.10;com.github.xuwei-k;play23scalacheck111_2.10
com.github.xuwei-k:play22scalacheck110_2.10;com.github.xuwei-k;play22scalacheck110_2.10
com.github.xuwei-k:play23scalacheck110_2.10;com.github.xuwei-k;play23scalacheck110_2.10
com.github.xuwei-k:play23scalaz71_2.10;com.github.xuwei-k;play23scalaz71_2.10
com.github.xuwei-k:play23scalaz70_2.10;com.github.xuwei-k;play23scalaz70_2.10
com.github.xuwei-k:play22scalaz71_2.10;com.github.xuwei-k;play22scalaz71_2.10
com.github.xuwei-k:play22scalacheck111_2.10;com.github.xuwei-k;play22scalacheck111_2.10
com.googlecode.websphere-portal-plugin:websphere-portal-plugin;com.googlecode.websphere-portal-plugin;websphere-portal-plugin
net.liftmodules:omniauth_3.0_2.10;net.liftmodules;omniauth_3.0_2.10
com.cuubez:cuubez-core;com.cuubez;cuubez-core
com.cuubez:cuubez-jaxrs-api;com.cuubez;cuubez-jaxrs-api
org.kie.remote:kie-services-remote;org.kie.remote;kie-services-remote
org.kie.remote:kie-services-client;org.kie.remote;kie-services-client
org.kie.remote:kie-services-jaxb;org.kie.remote;kie-services-jaxb
org.webjars:almond;org.webjars;almond
com.vincestyling:traversaless-viewpager;com.vincestyling;traversaless-viewpager
org.kie.workbench.services:kie-wb-common-rest;org.kie.workbench.services;kie-wb-common-rest
org.kie.workbench.screens:kie-wb-common-organizationalunit-manager;org.kie.workbench.screens;kie-wb-common-organizationalunit-manager
org.kie.workbench.screens:kie-wb-common-message-console-client;org.kie.workbench.screens;kie-wb-common-message-console-client
org.kie.workbench.screens:kie-wb-common-message-console-backend;org.kie.workbench.screens;kie-wb-common-message-console-backend
org.kie.workbench.screens:kie-wb-common-message-console-api;org.kie.workbench.screens;kie-wb-common-message-console-api
org.kie.workbench.screens:kie-wb-common-message-console;org.kie.workbench.screens;kie-wb-common-message-console
com.fillumina:performance-tools-testng;com.fillumina;performance-tools-testng
com.fillumina:performance-tools-junit;com.fillumina;performance-tools-junit
com.fillumina:performance-tools;com.fillumina;performance-tools
com.fillumina:performance-tools-main;com.fillumina;performance-tools-main
com.gu:membership-salesforce_2.10;com.gu;membership-salesforce_2.10
com.shazam:elasticmq-plugin;com.shazam;elasticmq-plugin
ru.yandex.cocaine:cocaine-client-archetype;ru.yandex.cocaine;cocaine-client-archetype
ru.yandex.cocaine:cocaine-worker-archetype;ru.yandex.cocaine;cocaine-worker-archetype
ru.yandex.cocaine:cocaine-services;ru.yandex.cocaine;cocaine-services
ru.yandex.cocaine:cocaine-worker;ru.yandex.cocaine;cocaine-worker
ru.yandex.cocaine:cocaine-client;ru.yandex.cocaine;cocaine-client
ru.yandex.cocaine:cocaine-core;ru.yandex.cocaine;cocaine-core
ru.yandex:cocaine;ru.yandex;cocaine
org.grails:datastore-test-support;org.grails;datastore-test-support
com.github.sdorra:ldap-unit;com.github.sdorra;ldap-unit
uk.gov.hmrc:emailaddress_2.10;uk.gov.hmrc;emailaddress_2.10
uk.gov.hmrc:emailaddress_2.11;uk.gov.hmrc;emailaddress_2.11
io.datafx:tutorials;io.datafx;tutorials
io.datafx:flow;io.datafx;flow
io.datafx:datasources;io.datafx;datasources
io.datafx:core;io.datafx;core
io.datafx:datafx;io.datafx;datafx
me.relex:library;me.relex;library
com.walnutlabs:androidprogresshud;com.walnutlabs;androidprogresshud
com.jug6ernaut:alogger-ui;com.jug6ernaut;alogger-ui
com.jug6ernaut:alogger-base;com.jug6ernaut;alogger-base
com.jug6ernaut:alogger;com.jug6ernaut;alogger
org.simpledbm:simpledbm-network-client;org.simpledbm;simpledbm-network-client
org.simpledbm:simpledbm-network-server;org.simpledbm;simpledbm-network-server
org.simpledbm:simpledbm-network-common;org.simpledbm;simpledbm-network-common
org.simpledbm:simpledbm-network-framework;org.simpledbm;simpledbm-network-framework
org.simpledbm:simpledbm-database;org.simpledbm;simpledbm-database
org.simpledbm:simpledbm-rss;org.simpledbm;simpledbm-rss
org.simpledbm:simpledbm-typesystem;org.simpledbm;simpledbm-typesystem
org.simpledbm:simpledbm-common;org.simpledbm;simpledbm-common
org.simpledbm:simpledbm-parent;org.simpledbm;simpledbm-parent
org.codehaus.javancss:javancss;org.codehaus.javancss;javancss
com.github.signed.inmemory.jms:jms-server-junit;com.github.signed.inmemory.jms;jms-server-junit
org.picketlink:picketlink-oauth;org.picketlink;picketlink-oauth
org.epics:graphene-profile;org.epics;graphene-profile
org.epics:graphene;org.epics;graphene
org.epics:graphene-all;org.epics;graphene-all
org.directcode.samrg472:PluginsLib;org.directcode.samrg472;PluginsLib
com.oguzdev:CircularFloatingActionMenu;com.oguzdev;CircularFloatingActionMenu
de.tudarmstadt.ukp.dkpro.statistics:dkpro-statistics-significance;de.tudarmstadt.ukp.dkpro.statistics;dkpro-statistics-significance
de.tudarmstadt.ukp.dkpro.statistics:dkpro-statistics-correlation;de.tudarmstadt.ukp.dkpro.statistics;dkpro-statistics-correlation
de.tudarmstadt.ukp.dkpro.statistics:dkpro-statistics-agreement;de.tudarmstadt.ukp.dkpro.statistics;dkpro-statistics-agreement
de.tudarmstadt.ukp.dkpro.statistics:dkpro-statistics;de.tudarmstadt.ukp.dkpro.statistics;dkpro-statistics
org.codehaus.sonar.plugins:sonar-maven-batch-plugin;org.codehaus.sonar.plugins;sonar-maven-batch-plugin
nl.sijpesteijn:ilda;nl.sijpesteijn;ilda
org.avaje.metric:avaje-metric-logback;org.avaje.metric;avaje-metric-logback
com.github.japgolly.fork.scalaz:scalaz-iterv_sjs0.5_2.10;com.github.japgolly.fork.scalaz;scalaz-iterv_sjs0.5_2.10
se.skltp.aggregatingservices.riv.clinicalprocess.healthcond.actoutcome:GetAggregatedLaboratoryOrderOutCome-schemas;se.skltp.aggregatingservices.riv.clinicalprocess.healthcond.actoutcome;GetAggregatedLaboratoryOrderOutCome-schemas
com.github.japgolly.fork.scalaz:scalaz-iterv_sjs0.5_2.11;com.github.japgolly.fork.scalaz;scalaz-iterv_sjs0.5_2.11
org.everit.osgi:org.everit.osgi.authentication.simple.schema.qdsl;org.everit.osgi;org.everit.osgi.authentication.simple.schema.qdsl
org.itest:itest-executor;org.itest;itest-executor
com.yeetrack.selenium:spoon;com.yeetrack.selenium;spoon
org.everit.osgi:org.everit.osgi.http.context.simple;org.everit.osgi;org.everit.osgi.http.context.simple
org.everit.osgi:org.everit.osgi.password.encryptor.pbkdf2;org.everit.osgi;org.everit.osgi.password.encryptor.pbkdf2
org.everit.osgi:org.everit.osgi.credential.encryptor.api;org.everit.osgi;org.everit.osgi.credential.encryptor.api
org.everit.osgi:org.everit.osgi.resource.resolver.api;org.everit.osgi;org.everit.osgi.resource.resolver.api
org.everit.osgi:org.everit.osgi.authenticator.api;org.everit.osgi;org.everit.osgi.authenticator.api
org.everit.osgi:org.everit.osgi.authentication.context.api;org.everit.osgi;org.everit.osgi.authentication.context.api
com.samebug.notifier:samebug-notifier-android;com.samebug.notifier;samebug-notifier-android
net.agkn:hll;net.agkn;hll
org.caffinitas.mapper:caffinitas-mapper-conv-javatime;org.caffinitas.mapper;caffinitas-mapper-conv-javatime
org.caffinitas.mapper:caffinitas-mapper-uuidgen;org.caffinitas.mapper;caffinitas-mapper-uuidgen
org.caffinitas.mapper:caffinitas-mapper-conv-joda;org.caffinitas.mapper;caffinitas-mapper-conv-joda
org.caffinitas.mapper:caffinitas-mapper-test;org.caffinitas.mapper;caffinitas-mapper-test
org.caffinitas.mapper:caffinitas-mapper-demo;org.caffinitas.mapper;caffinitas-mapper-demo
org.caffinitas.mapper:caffinitas-mapper-core;org.caffinitas.mapper;caffinitas-mapper-core
org.caffinitas.mapper:caffinitas-mapper-parent;org.caffinitas.mapper;caffinitas-mapper-parent
com.nesscomputing.components:ness-pg-embedded;com.nesscomputing.components;ness-pg-embedded
com.github.ddth:play-module-plommon_2.10;com.github.ddth;play-module-plommon_2.10
org.webjars:ratchet;org.webjars;ratchet
org.appverse.web.framework.poms.modules.frontend:appverse-web-modules-frontend-pom;org.appverse.web.framework.poms.modules.frontend;appverse-web-modules-frontend-pom
org.appverse.web.framework.modules.frontend.gwt.theme:appverse-web-modules-frontend-gwt-theme;org.appverse.web.framework.modules.frontend.gwt.theme;appverse-web-modules-frontend-gwt-theme
com.github.dogonthehorizon:chalcedony_2.11;com.github.dogonthehorizon;chalcedony_2.11
org.geomajas.plugin:geomajas-client-gwt2-plugin-graphicsediting-documentation;org.geomajas.plugin;geomajas-client-gwt2-plugin-graphicsediting-documentation
org.geomajas.plugin:geomajas-client-gwt2-plugin-graphicsediting-example-jar;org.geomajas.plugin;geomajas-client-gwt2-plugin-graphicsediting-example-jar
org.geomajas.plugin:geomajas-client-gwt2-plugin-graphicsediting-impl;org.geomajas.plugin;geomajas-client-gwt2-plugin-graphicsediting-impl
org.geomajas.plugin:geomajas-client-gwt2-plugin-graphicsediting-parent;org.geomajas.plugin;geomajas-client-gwt2-plugin-graphicsediting-parent
