com.alibaba.fastjson2:fastjson2-incubator-vector;com.alibaba.fastjson2;fastjson2-incubator-vector
org.glassfish.jersey.containers:jersey-container-jetty-servlet;org.glassfish.jersey.containers;jersey-container-jetty-servlet
org.glassfish.jersey.containers.glassfish:jersey-gf-ejb;org.glassfish.jersey.containers.glassfish;jersey-gf-ejb
org.glassfish.jersey.containers.glassfish:project;org.glassfish.jersey.containers.glassfish;project
org.glassfish.jersey.ext.cdi:jersey-cdi1x;org.glassfish.jersey.ext.cdi;jersey-cdi1x
org.glassfish.jersey.ext.cdi:project;org.glassfish.jersey.ext.cdi;project
org.glassfish.jersey.connectors:jersey-jnh-connector;org.glassfish.jersey.connectors;jersey-jnh-connector
org.glassfish.jersey.connectors:jersey-jetty-http2-connector;org.glassfish.jersey.connectors;jersey-jetty-http2-connector
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jetty-http2;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-jetty-http2
org.glassfish.jersey.containers:jersey-container-jetty-http2;org.glassfish.jersey.containers;jersey-container-jetty-http2
org.glassfish.jersey.connectors:jersey-jetty-connector;org.glassfish.jersey.connectors;jersey-jetty-connector
org.glassfish.jersey.media:jersey-media-json-jackson;org.glassfish.jersey.media;jersey-media-json-jackson
org.glassfish.jersey.ext:jersey-entity-filtering;org.glassfish.jersey.ext;jersey-entity-filtering
org.glassfish.jersey.ext:project;org.glassfish.jersey.ext;project
org.glassfish.jersey.connectors:jersey-jdk-connector;org.glassfish.jersey.connectors;jersey-jdk-connector
org.glassfish.jersey.connectors:jersey-helidon-connector;org.glassfish.jersey.connectors;jersey-helidon-connector
org.glassfish.jersey.media:jersey-media-sse;org.glassfish.jersey.media;jersey-media-sse
org.glassfish.jersey.connectors:jersey-grizzly-connector;org.glassfish.jersey.connectors;jersey-grizzly-connector
org.harctoolbox:Jirc;org.harctoolbox;Jirc
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-bundle;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-bundle
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-netty;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-netty
org.glassfish.jersey.containers:jersey-container-netty-http;org.glassfish.jersey.containers;jersey-container-netty-http
org.glassfish.jersey.connectors:jersey-netty-connector;org.glassfish.jersey.connectors;jersey-netty-connector
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jetty;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-jetty
org.glassfish.jersey.containers:jersey-container-jetty-http;org.glassfish.jersey.containers;jersey-container-jetty-http
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jdk-http;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-jdk-http
org.glassfish.jersey.containers:jersey-container-jdk-http;org.glassfish.jersey.containers;jersey-container-jdk-http
com.xemantic.ai:xemantic-ai-tool-schema-mdc;com.xemantic.ai;xemantic-ai-tool-schema-mdc
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-external;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-external
com.xemantic.ai:xemantic-ai-tool-schema-mdc-jvm;com.xemantic.ai;xemantic-ai-tool-schema-mdc-jvm
io.wcm.maven.skins:reflow-maven-skin;io.wcm.maven.skins;reflow-maven-skin
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-inmemory;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-inmemory
org.glassfish.jersey.connectors:jersey-apache5-connector;org.glassfish.jersey.connectors;jersey-apache5-connector
org.glassfish.jersey.connectors:project;org.glassfish.jersey.connectors;project
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-grizzly2;org.glassfish.jersey.test-framework.providers;jersey-test-framework-provider-grizzly2
org.glassfish.jersey.test-framework.providers:project;org.glassfish.jersey.test-framework.providers;project
org.glassfish.jersey.containers:jersey-container-grizzly2-servlet;org.glassfish.jersey.containers;jersey-container-grizzly2-servlet
org.glassfish.jersey.containers:jersey-container-servlet;org.glassfish.jersey.containers;jersey-container-servlet
org.glassfish.jersey.test-framework:jersey-test-framework-core;org.glassfish.jersey.test-framework;jersey-test-framework-core
org.glassfish.jersey.test-framework:project;org.glassfish.jersey.test-framework;project
org.glassfish.jersey.containers:jersey-container-servlet-core;org.glassfish.jersey.containers;jersey-container-servlet-core
org.glassfish.jersey.containers:jersey-container-grizzly2-http;org.glassfish.jersey.containers;jersey-container-grizzly2-http
org.glassfish.jersey.containers:project;org.glassfish.jersey.containers;project
org.glassfish.jersey.core:jersey-server;org.glassfish.jersey.core;jersey-server
org.glassfish.jersey.media:jersey-media-jaxb;org.glassfish.jersey.media;jersey-media-jaxb
org.glassfish.jersey.media:project;org.glassfish.jersey.media;project
org.glassfish.jersey.core:jersey-client;org.glassfish.jersey.core;jersey-client
org.glassfish.jersey.inject:jersey-hk2;org.glassfish.jersey.inject;jersey-hk2
org.glassfish.jersey.inject:project;org.glassfish.jersey.inject;project
org.glassfish.jersey.core:jersey-common;org.glassfish.jersey.core;jersey-common
org.glassfish.jersey:jersey-bom;org.glassfish.jersey;jersey-bom
org.glassfish.jersey.archetypes:jersey-example-java8-webapp;org.glassfish.jersey.archetypes;jersey-example-java8-webapp
org.glassfish.jersey.archetypes:jersey-quickstart-webapp;org.glassfish.jersey.archetypes;jersey-quickstart-webapp
org.glassfish.jersey.archetypes:jersey-quickstart-grizzly2;org.glassfish.jersey.archetypes;jersey-quickstart-grizzly2
org.glassfish.jersey.archetypes:jersey-heroku-webapp;org.glassfish.jersey.archetypes;jersey-heroku-webapp
org.glassfish.jersey.archetypes:project;org.glassfish.jersey.archetypes;project
com.github.lanit-exp:FlaNium.WinAPI;com.github.lanit-exp;FlaNium.WinAPI
org.glassfish.jersey:project;org.glassfish.jersey;project
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.feature;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.feature
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.query.saml.server.feature;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.query.saml.server.feature
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.ui.feature;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.ui.feature
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.server.feature;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.server.feature
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.ui;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.ui
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.stub;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.stub
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.query.saml;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.query.saml
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.common;org.wso2.carbon.identity.inbound.auth.saml2;org.wso2.carbon.identity.sso.saml.common
org.wso2.carbon.identity.inbound.auth.saml2:identity-inbound-auth-saml;org.wso2.carbon.identity.inbound.auth.saml2;identity-inbound-auth-saml
org.apache.tomee.shade:tomee-quartz-shade;org.apache.tomee.shade;tomee-quartz-shade
com.kaspersky.android-components:adb-server-device;com.kaspersky.android-components;adb-server-device
com.kaspersky.android-components:adb-server-desktop-device-connection;com.kaspersky.android-components;adb-server-desktop-device-connection
com.kaspersky.android-components:adb-server-connection;com.kaspersky.android-components;adb-server-connection
com.kaspersky.android-components:adb-server-common;com.kaspersky.android-components;adb-server-common
com.kaspersky.android-components:adb-server-command-types;com.kaspersky.android-components;adb-server-command-types
com.kaspersky.android-components:kautomator;com.kaspersky.android-components;kautomator
com.kaspersky.android-components:kaspresso;com.kaspersky.android-components;kaspresso
com.kaspersky.android-components:kaspresso-compose-support;com.kaspersky.android-components;kaspresso-compose-support
com.kaspersky.android-components:kaspresso-allure-support;com.kaspersky.android-components;kaspresso-allure-support
org.jetbrains.intellij.deps:coverage-report;org.jetbrains.intellij.deps;coverage-report
com.capacitorjs:osinappbrowser-android;com.capacitorjs;osinappbrowser-android
io.arrow-kt:arrow-gradle-config-versioning;io.arrow-kt;arrow-gradle-config-versioning
io.arrow-kt.arrow-gradle-config-versioning:io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin;io.arrow-kt.arrow-gradle-config-versioning;io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin
io.arrow-kt:arrow-gradle-config-formatter;io.arrow-kt;arrow-gradle-config-formatter
io.arrow-kt:arrow-gradle-config-nexus;io.arrow-kt;arrow-gradle-config-nexus
io.arrow-kt:arrow-gradle-config-publish;io.arrow-kt;arrow-gradle-config-publish
io.arrow-kt:arrow-gradle-config-kotlin;io.arrow-kt;arrow-gradle-config-kotlin
io.arrow-kt.arrow-gradle-config-formatter:io.arrow-kt.arrow-gradle-config-formatter.gradle.plugin;io.arrow-kt.arrow-gradle-config-formatter;io.arrow-kt.arrow-gradle-config-formatter.gradle.plugin
io.arrow-kt.arrow-gradle-config-kotlin:io.arrow-kt.arrow-gradle-config-kotlin.gradle.plugin;io.arrow-kt.arrow-gradle-config-kotlin;io.arrow-kt.arrow-gradle-config-kotlin.gradle.plugin
io.arrow-kt.arrow-gradle-config-nexus:io.arrow-kt.arrow-gradle-config-nexus.gradle.plugin;io.arrow-kt.arrow-gradle-config-nexus;io.arrow-kt.arrow-gradle-config-nexus.gradle.plugin
io.arrow-kt.arrow-gradle-config-publish:io.arrow-kt.arrow-gradle-config-publish.gradle.plugin;io.arrow-kt.arrow-gradle-config-publish;io.arrow-kt.arrow-gradle-config-publish.gradle.plugin
com.datastax.oss:pulsar-jms-all;com.datastax.oss;pulsar-jms-all
com.datastax.oss:pulsar-jms-resource-adapter;com.datastax.oss;pulsar-jms-resource-adapter
com.datastax.oss:pulsar-jms;com.datastax.oss;pulsar-jms
com.datastax.oss:pulsar-jms-admin-api;com.datastax.oss;pulsar-jms-admin-api
com.xemantic.kotlin:xemantic-kotlin-swing-dsl-test;com.xemantic.kotlin;xemantic-kotlin-swing-dsl-test
com.xemantic.kotlin:xemantic-kotlin-swing-dsl-core;com.xemantic.kotlin;xemantic-kotlin-swing-dsl-core
com.datastax.oss:pulsar-jms-filters;com.datastax.oss;pulsar-jms-filters
org.webjars.npm:tabler__icons-webfont;org.webjars.npm;tabler__icons-webfont
com.datastax.oss:pulsar-jms-filters-common;com.datastax.oss;pulsar-jms-filters-common
com.datastax.oss:pulsar-jms-activemq-filters;com.datastax.oss;pulsar-jms-activemq-filters
com.datastax.oss:pulsar-jms-parent;com.datastax.oss;pulsar-jms-parent
io.github.irgaly.compose.vector:compose-vector;io.github.irgaly.compose.vector;compose-vector
org.wso2.is:org.wso2.carbon.identity.test.integration.service.stubs;org.wso2.is;org.wso2.carbon.identity.test.integration.service.stubs
org.wso2.is:org.wso2.carbon.identity.test.integration.service;org.wso2.is;org.wso2.carbon.identity.test.integration.service
org.wso2.is:identity-integration-tests-utils;org.wso2.is;identity-integration-tests-utils
org.wso2.is:wso2is-identity-integration-ui-templates;org.wso2.is;wso2is-identity-integration-ui-templates
org.wso2.is:wso2is-identity-local-authenticators;org.wso2.is;wso2is-identity-local-authenticators
org.wso2.is:wso2is-identity-oauth2-grant-types;org.wso2.is;wso2is-identity-oauth2-grant-types
org.wso2.is:wso2is-identity-provisioning-connectors;org.wso2.is;wso2is-identity-provisioning-connectors
org.wso2.is:wso2is-identity-authenticators;org.wso2.is;wso2is-identity-authenticators
org.wso2.is:wso2is-identity-social-authenticators;org.wso2.is;wso2is-identity-social-authenticators
org.wso2.is:api-resources-full;org.wso2.is;api-resources-full
org.wso2.is:api-resources;org.wso2.is;api-resources
org.wso2.is:identity-profile-gen;org.wso2.is;identity-profile-gen
org.wso2.is:wso2is-identity-connector;org.wso2.is;wso2is-identity-connector
org.wso2.is:org.wso2.identity.ui.feature;org.wso2.is;org.wso2.identity.ui.feature
org.wso2.is:org.wso2.identity.utils.feature;org.wso2.is;org.wso2.identity.utils.feature
org.wso2.is:org.wso2.identity.styles.feature;org.wso2.is;org.wso2.identity.styles.feature
org.wso2.is:identity-features;org.wso2.is;identity-features
org.wso2.is:org.wso2.identity.styles;org.wso2.is;org.wso2.identity.styles
org.wso2.is:identity-server-styles-parent;org.wso2.is;identity-server-styles-parent
org.wso2.is:identity-server-parent;org.wso2.is;identity-server-parent
org.apache.manifoldcf:mcf-jettyrunner;org.apache.manifoldcf;mcf-jettyrunner
org.apache.manifoldcf:mcf-newgeneric-connector;org.apache.manifoldcf;mcf-newgeneric-connector
org.apache.manifoldcf:mcf-csv-connector;org.apache.manifoldcf;mcf-csv-connector
org.apache.manifoldcf:mcf-csws-connector;org.apache.manifoldcf;mcf-csws-connector
org.apache.manifoldcf:mcf-mongodb-connector;org.apache.manifoldcf;mcf-mongodb-connector
org.apache.manifoldcf:mcf-html-extractor-connector;org.apache.manifoldcf;mcf-html-extractor-connector
org.apache.manifoldcf:mcf-rocketchat-connector;org.apache.manifoldcf;mcf-rocketchat-connector
org.apache.manifoldcf:mcf-slack-connector;org.apache.manifoldcf;mcf-slack-connector
org.apache.manifoldcf:mcf-contentlimiter-connector;org.apache.manifoldcf;mcf-contentlimiter-connector
org.apache.manifoldcf:mcf-nuxeo-connector;org.apache.manifoldcf;mcf-nuxeo-connector
org.apache.manifoldcf:mcf-opennlp-connector;org.apache.manifoldcf;mcf-opennlp-connector
org.apache.manifoldcf:mcf-kafka-connector;org.apache.manifoldcf;mcf-kafka-connector
org.apache.manifoldcf:mcf-amazons3-connector;org.apache.manifoldcf;mcf-amazons3-connector
org.apache.manifoldcf:mcf-confluence-v6-connector;org.apache.manifoldcf;mcf-confluence-v6-connector
org.apache.manifoldcf:mcf-confluence-connector;org.apache.manifoldcf;mcf-confluence-connector
org.apache.manifoldcf:mcf-searchblox-connector;org.apache.manifoldcf;mcf-searchblox-connector
org.apache.manifoldcf:mcf-documentfilter-connector;org.apache.manifoldcf;mcf-documentfilter-connector
org.apache.manifoldcf:mcf-tika-service-rmeta-connector;org.apache.manifoldcf;mcf-tika-service-rmeta-connector
org.apache.manifoldcf:mcf-tika-service-connector;org.apache.manifoldcf;mcf-tika-service-connector
org.apache.manifoldcf:mcf-tika-connector;org.apache.manifoldcf;mcf-tika-connector
org.apache.manifoldcf:mcf-forcedmetadata-connector;org.apache.manifoldcf;mcf-forcedmetadata-connector
org.apache.manifoldcf:mcf-amazoncloudsearch-connector;org.apache.manifoldcf;mcf-amazoncloudsearch-connector
org.apache.manifoldcf:mcf-email-connector;org.apache.manifoldcf;mcf-email-connector
org.apache.manifoldcf:mcf-regexpmapper-connector;org.apache.manifoldcf;mcf-regexpmapper-connector
org.apache.manifoldcf:mcf-ldapmapper-connector;org.apache.manifoldcf;mcf-ldapmapper-connector
org.apache.manifoldcf:mcf-generic-connector;org.apache.manifoldcf;mcf-generic-connector
org.apache.manifoldcf:mcf-jira-connector;org.apache.manifoldcf;mcf-jira-connector
org.apache.manifoldcf:mcf-googledrive-connector;org.apache.manifoldcf;mcf-googledrive-connector
org.apache.manifoldcf:mcf-dropbox-connector;org.apache.manifoldcf;mcf-dropbox-connector
org.apache.manifoldcf:mcf-elasticsearch-connector;org.apache.manifoldcf;mcf-elasticsearch-connector
org.apache.manifoldcf:mcf-alfresco-connector;org.apache.manifoldcf;mcf-alfresco-connector
org.apache.manifoldcf:mcf-wiki-connector;org.apache.manifoldcf;mcf-wiki-connector
org.apache.manifoldcf:mcf-opensearchserver-connector;org.apache.manifoldcf;mcf-opensearchserver-connector
org.apache.manifoldcf:mcf-cmis-connector;org.apache.manifoldcf;mcf-cmis-connector
org.apache.manifoldcf:mcf-web-connector;org.apache.manifoldcf;mcf-web-connector
org.apache.manifoldcf:mcf-solr-connector;org.apache.manifoldcf;mcf-solr-connector
org.apache.manifoldcf:mcf-sharepoint-connector;org.apache.manifoldcf;mcf-sharepoint-connector
org.apache.manifoldcf:mcf-rss-connector;org.apache.manifoldcf;mcf-rss-connector
org.apache.manifoldcf:mcf-nulltransformation-connector;org.apache.manifoldcf;mcf-nulltransformation-connector
org.apache.manifoldcf:mcf-nulloutput-connector;org.apache.manifoldcf;mcf-nulloutput-connector
org.apache.manifoldcf:mcf-nullauthority-connector;org.apache.manifoldcf;mcf-nullauthority-connector
org.apache.manifoldcf:mcf-ldap-connector;org.apache.manifoldcf;mcf-ldap-connector
org.apache.manifoldcf:mcf-gridfs-connector;org.apache.manifoldcf;mcf-gridfs-connector
org.apache.manifoldcf:mcf-jdbc-connector;org.apache.manifoldcf;mcf-jdbc-connector
org.apache.manifoldcf:mcf-jcifs-connector;org.apache.manifoldcf;mcf-jcifs-connector
org.apache.manifoldcf:mcf-hdfs-connector;org.apache.manifoldcf;mcf-hdfs-connector
org.apache.manifoldcf:mcf-gts-connector;org.apache.manifoldcf;mcf-gts-connector
org.apache.manifoldcf:mcf-filesystem-connector;org.apache.manifoldcf;mcf-filesystem-connector
org.apache.manifoldcf:mcf-alfresco-webscript-connector;org.apache.manifoldcf;mcf-alfresco-webscript-connector
org.apache.manifoldcf:mcf-activedirectory-connector;org.apache.manifoldcf;mcf-activedirectory-connector
org.apache.manifoldcf:mcf-connectors;org.apache.manifoldcf;mcf-connectors
org.apache.manifoldcf:alfresco-4-war;org.apache.manifoldcf;alfresco-4-war
org.apache.manifoldcf:mcf-test-materials;org.apache.manifoldcf;mcf-test-materials
org.apache.manifoldcf:mcf-combined-service;org.apache.manifoldcf;mcf-combined-service
